"Date","Price","Open","High","Low","Vol.","Change %"
"01/27/2022","1,613.00","1,613.00","1,613.00","1,613.00","","-2.48%"
"01/26/2022","1,654.00","1,654.00","1,654.00","1,654.00","","-2.30%"
"01/25/2022","1,693.00","1,693.00","1,693.00","1,693.00","","-2.03%"
"01/24/2022","1,728.00","1,728.00","1,728.00","1,728.00","","-1.20%"
"01/21/2022","1,749.00","1,749.00","1,749.00","1,749.00","","-1.35%"
"01/20/2022","1,773.00","1,773.00","1,773.00","1,773.00","","-2.15%"
"01/19/2022","1,812.00","1,812.00","1,812.00","1,812.00","","-1.52%"
"01/18/2022","1,840.00","1,840.00","1,840.00","1,840.00","","-1.29%"
"01/17/2022","1,864.00","1,864.00","1,864.00","1,864.00","","-1.74%"
"01/14/2022","1,897.00","1,897.00","1,897.00","1,897.00","","-0.94%"
"01/13/2022","1,915.00","1,915.00","1,915.00","1,915.00","","-1.08%"
"01/12/2022","1,936.00","1,936.00","1,936.00","1,936.00","","-1.12%"
"01/11/2022","1,958.00","1,958.00","1,958.00","1,958.00","","-2.15%"
"01/10/2022","2,001.00","2,001.00","2,001.00","2,001.00","","-3.52%"
"01/07/2022","2,074.00","2,074.00","2,074.00","2,074.00","","-2.35%"
"01/06/2022","2,124.00","2,124.00","2,124.00","2,124.00","","-1.89%"
"01/05/2022","2,165.00","2,165.00","2,165.00","2,165.00","","-1.99%"
"01/04/2022","2,209.00","2,209.00","2,209.00","2,209.00","","-3.54%"
"12/24/2021","2,290.00","2,290.00","2,290.00","2,290.00","","-0.56%"
"12/23/2021","2,303.00","2,303.00","2,303.00","2,303.00","","-1.45%"
"12/22/2021","2,337.00","2,337.00","2,337.00","2,337.00","","-1.93%"
"12/21/2021","2,383.00","2,383.00","2,383.00","2,383.00","","-2.18%"
"12/20/2021","2,436.00","2,436.00","2,436.00","2,436.00","","-1.34%"
"12/17/2021","2,469.00","2,469.00","2,469.00","2,469.00","","-1.79%"
"12/16/2021","2,514.00","2,514.00","2,514.00","2,514.00","","-1.10%"
"12/15/2021","2,542.00","2,542.00","2,542.00","2,542.00","","-0.31%"
"12/14/2021","2,550.00","2,550.00","2,550.00","2,550.00","","-0.08%"
"12/13/2021","2,552.00","2,552.00","2,552.00","2,552.00","","0.04%"
"12/10/2021","2,551.00","2,551.00","2,551.00","2,551.00","","0.39%"
"12/09/2021","2,541.00","2,541.00","2,541.00","2,541.00","","0.83%"
"12/08/2021","2,520.00","2,520.00","2,520.00","2,520.00","","1.29%"
"12/07/2021","2,488.00","2,488.00","2,488.00","2,488.00","","1.47%"
"12/06/2021","2,452.00","2,452.00","2,452.00","2,452.00","","0.86%"
"12/03/2021","2,431.00","2,431.00","2,431.00","2,431.00","","1.21%"
"12/02/2021","2,402.00","2,402.00","2,402.00","2,402.00","","1.18%"
"12/01/2021","2,374.00","2,374.00","2,374.00","2,374.00","","1.45%"
"11/30/2021","2,340.00","2,340.00","2,340.00","2,340.00","","0.56%"
"11/29/2021","2,327.00","2,327.00","2,327.00","2,327.00","","0.47%"
"11/26/2021","2,316.00","2,316.00","2,316.00","2,316.00","","1.40%"
"11/25/2021","2,284.00","2,284.00","2,284.00","2,284.00","","1.29%"
"11/24/2021","2,255.00","2,255.00","2,255.00","2,255.00","","0.53%"
"11/23/2021","2,243.00","2,243.00","2,243.00","2,243.00","","0.36%"
"11/22/2021","2,235.00","2,235.00","2,235.00","2,235.00","","-0.09%"
"11/19/2021","2,237.00","2,237.00","2,237.00","2,237.00","","-0.49%"
"11/18/2021","2,248.00","2,248.00","2,248.00","2,248.00","","-0.53%"
"11/17/2021","2,260.00","2,260.00","2,260.00","2,260.00","","-0.13%"
"11/16/2021","2,263.00","2,263.00","2,263.00","2,263.00","","0.18%"
"11/15/2021","2,259.00","2,259.00","2,259.00","2,259.00","","0.27%"
"11/12/2021","2,253.00","2,253.00","2,253.00","2,253.00","","0.09%"
"11/11/2021","2,251.00","2,251.00","2,251.00","2,251.00","","-0.35%"
"11/10/2021","2,259.00","2,259.00","2,259.00","2,259.00","","-1.09%"
"11/09/2021","2,284.00","2,284.00","2,284.00","2,284.00","","-2.14%"
"11/08/2021","2,334.00","2,334.00","2,334.00","2,334.00","","-3.39%"
"11/05/2021","2,416.00","2,416.00","2,416.00","2,416.00","","-5.74%"
"11/04/2021","2,563.00","2,563.00","2,563.00","2,563.00","","-6.05%"
"11/03/2021","2,728.00","2,728.00","2,728.00","2,728.00","","-6.54%"
"11/02/2021","2,919.00","2,919.00","2,919.00","2,919.00","","-4.04%"
"11/01/2021","3,042.00","3,042.00","3,042.00","3,042.00","","-2.00%"
"10/29/2021","3,104.00","3,104.00","3,104.00","3,104.00","","-2.70%"
"10/28/2021","3,190.00","3,190.00","3,190.00","3,190.00","","-4.61%"
"10/27/2021","3,344.00","3,344.00","3,344.00","3,344.00","","-4.38%"
"10/26/2021","3,497.00","3,497.00","3,497.00","3,497.00","","-1.41%"
"10/25/2021","3,547.00","3,547.00","3,547.00","3,547.00","","-1.03%"
"10/22/2021","3,584.00","3,584.00","3,584.00","3,584.00","","-1.10%"
"10/21/2021","3,624.00","3,624.00","3,624.00","3,624.00","","0.17%"
"10/20/2021","3,618.00","3,618.00","3,618.00","3,618.00","","0.22%"
"10/19/2021","3,610.00","3,610.00","3,610.00","3,610.00","","0.42%"
"10/18/2021","3,595.00","3,595.00","3,595.00","3,595.00","","0.53%"
"10/15/2021","3,576.00","3,576.00","3,576.00","3,576.00","","0.96%"
"10/14/2021","3,542.00","3,542.00","3,542.00","3,542.00","","1.14%"
"10/13/2021","3,502.00","3,502.00","3,502.00","3,502.00","","1.18%"
"10/12/2021","3,461.00","3,461.00","3,461.00","3,461.00","","0.87%"
"10/11/2021","3,431.00","3,431.00","3,431.00","3,431.00","","0.41%"
"10/08/2021","3,417.00","3,417.00","3,417.00","3,417.00","","0.38%"
"10/07/2021","3,404.00","3,404.00","3,404.00","3,404.00","","0.47%"
"10/06/2021","3,388.00","3,388.00","3,388.00","3,388.00","","0.18%"
"10/05/2021","3,382.00","3,382.00","3,382.00","3,382.00","","0.03%"
"10/04/2021","3,381.00","3,381.00","3,381.00","3,381.00","","-0.06%"
"10/01/2021","3,383.00","3,383.00","3,383.00","3,383.00","","0.03%"
"09/30/2021","3,382.00","3,382.00","3,382.00","3,382.00","","0.09%"
"09/29/2021","3,379.00","3,379.00","3,379.00","3,379.00","","0.18%"
"09/28/2021","3,373.00","3,373.00","3,373.00","3,373.00","","0.30%"
"09/27/2021","3,363.00","3,363.00","3,363.00","3,363.00","","0.12%"
"09/24/2021","3,359.00","3,359.00","3,359.00","3,359.00","","0.30%"
"09/23/2021","3,349.00","3,349.00","3,349.00","3,349.00","","0.33%"
"09/22/2021","3,338.00","3,338.00","3,338.00","3,338.00","","0.33%"
"09/21/2021","3,327.00","3,327.00","3,327.00","3,327.00","","0.24%"
"09/20/2021","3,319.00","3,319.00","3,319.00","3,319.00","","0.36%"
"09/17/2021","3,307.00","3,307.00","3,307.00","3,307.00","","0.73%"
"09/16/2021","3,283.00","3,283.00","3,283.00","3,283.00","","1.11%"
"09/15/2021","3,247.00","3,247.00","3,247.00","3,247.00","","1.15%"
"09/14/2021","3,210.00","3,210.00","3,210.00","3,210.00","","0.94%"
"09/13/2021","3,180.00","3,180.00","3,180.00","3,180.00","","0.32%"
"09/10/2021","3,170.00","3,170.00","3,170.00","3,170.00","","-0.28%"
"09/09/2021","3,179.00","3,179.00","3,179.00","3,179.00","","-1.00%"
"09/08/2021","3,211.00","3,211.00","3,211.00","3,211.00","","-1.38%"
"09/07/2021","3,256.00","3,256.00","3,256.00","3,256.00","","-1.12%"
"09/06/2021","3,293.00","3,293.00","3,293.00","3,293.00","","-1.64%"
"09/03/2021","3,348.00","3,348.00","3,348.00","3,348.00","","-1.33%"
"09/02/2021","3,393.00","3,393.00","3,393.00","3,393.00","","-1.19%"
"09/01/2021","3,434.00","3,434.00","3,434.00","3,434.00","","-1.24%"
"08/31/2021","3,477.00","3,477.00","3,477.00","3,477.00","","0.20%"
"08/27/2021","3,470.00","3,470.00","3,470.00","3,470.00","","0.96%"
"08/26/2021","3,437.00","3,437.00","3,437.00","3,437.00","","1.51%"
"08/25/2021","3,386.00","3,386.00","3,386.00","3,386.00","","1.29%"
"08/24/2021","3,343.00","3,343.00","3,343.00","3,343.00","","1.21%"
"08/23/2021","3,303.00","3,303.00","3,303.00","3,303.00","","0.82%"
"08/20/2021","3,276.00","3,276.00","3,276.00","3,276.00","","1.20%"
"08/19/2021","3,237.00","3,237.00","3,237.00","3,237.00","","1.51%"
"08/18/2021","3,189.00","3,189.00","3,189.00","3,189.00","","1.37%"
"08/17/2021","3,146.00","3,146.00","3,146.00","3,146.00","","0.87%"
"08/16/2021","3,119.00","3,119.00","3,119.00","3,119.00","","0.68%"
"08/13/2021","3,098.00","3,098.00","3,098.00","3,098.00","","0.62%"
"08/12/2021","3,079.00","3,079.00","3,079.00","3,079.00","","0.98%"
"08/11/2021","3,049.00","3,049.00","3,049.00","3,049.00","","0.56%"
"08/10/2021","3,032.00","3,032.00","3,032.00","3,032.00","","0.33%"
"08/09/2021","3,022.00","3,022.00","3,022.00","3,022.00","","0.40%"
"08/06/2021","3,010.00","3,010.00","3,010.00","3,010.00","","0.47%"
"08/05/2021","2,996.00","2,996.00","2,996.00","2,996.00","","0.44%"
"08/04/2021","2,983.00","2,983.00","2,983.00","2,983.00","","0.47%"
"08/03/2021","2,969.00","2,969.00","2,969.00","2,969.00","","0.34%"
"08/02/2021","2,959.00","2,959.00","2,959.00","2,959.00","","0.48%"
"07/30/2021","2,945.00","2,945.00","2,945.00","2,945.00","","0.58%"
"07/29/2021","2,928.00","2,928.00","2,928.00","2,928.00","","0.58%"
"07/28/2021","2,911.00","2,911.00","2,911.00","2,911.00","","0.62%"
"07/27/2021","2,893.00","2,893.00","2,893.00","2,893.00","","0.35%"
"07/26/2021","2,883.00","2,883.00","2,883.00","2,883.00","","0.42%"
"07/23/2021","2,871.00","2,871.00","2,871.00","2,871.00","","1.02%"
"07/22/2021","2,842.00","2,842.00","2,842.00","2,842.00","","1.25%"
"07/21/2021","2,807.00","2,807.00","2,807.00","2,807.00","","0.86%"
"07/20/2021","2,783.00","2,783.00","2,783.00","2,783.00","","0.32%"
"07/19/2021","2,774.00","2,774.00","2,774.00","2,774.00","","-0.04%"
"07/16/2021","2,775.00","2,775.00","2,775.00","2,775.00","","-0.86%"
"07/15/2021","2,799.00","2,799.00","2,799.00","2,799.00","","-1.20%"
"07/14/2021","2,833.00","2,833.00","2,833.00","2,833.00","","-1.12%"
"07/13/2021","2,865.00","2,865.00","2,865.00","2,865.00","","-0.59%"
"07/12/2021","2,882.00","2,882.00","2,882.00","2,882.00","","-0.31%"
"07/09/2021","2,891.00","2,891.00","2,891.00","2,891.00","","-0.21%"
"07/08/2021","2,897.00","2,897.00","2,897.00","2,897.00","","-0.41%"
"07/07/2021","2,909.00","2,909.00","2,909.00","2,909.00","","-0.38%"
"07/06/2021","2,920.00","2,920.00","2,920.00","2,920.00","","-0.51%"
"07/05/2021","2,935.00","2,935.00","2,935.00","2,935.00","","0.00%"
"07/02/2021","2,935.00","2,935.00","2,935.00","2,935.00","","-0.14%"
"07/01/2021","2,939.00","2,939.00","2,939.00","2,939.00","","0.31%"
"06/30/2021","2,930.00","2,930.00","2,930.00","2,930.00","","0.31%"
"06/29/2021","2,921.00","2,921.00","2,921.00","2,921.00","","0.76%"
"06/28/2021","2,899.00","2,899.00","2,899.00","2,899.00","","0.76%"
"06/25/2021","2,877.00","2,877.00","2,877.00","2,877.00","","0.45%"
"06/24/2021","2,864.00","2,864.00","2,864.00","2,864.00","","0.42%"
"06/23/2021","2,852.00","2,852.00","2,852.00","2,852.00","","0.42%"
"06/22/2021","2,840.00","2,840.00","2,840.00","2,840.00","","0.53%"
"06/21/2021","2,825.00","2,825.00","2,825.00","2,825.00","","0.82%"
"06/18/2021","2,802.00","2,802.00","2,802.00","2,802.00","","1.74%"
"06/17/2021","2,754.00","2,754.00","2,754.00","2,754.00","","1.51%"
"06/16/2021","2,713.00","2,713.00","2,713.00","2,713.00","","1.72%"
"06/15/2021","2,667.00","2,667.00","2,667.00","2,667.00","","1.64%"
"06/14/2021","2,624.00","2,624.00","2,624.00","2,624.00","","1.23%"
"06/11/2021","2,592.00","2,592.00","2,592.00","2,592.00","","1.57%"
"06/10/2021","2,552.00","2,552.00","2,552.00","2,552.00","","1.75%"
"06/09/2021","2,508.00","2,508.00","2,508.00","2,508.00","","1.17%"
"06/08/2021","2,479.00","2,479.00","2,479.00","2,479.00","","0.73%"
"06/07/2021","2,461.00","2,461.00","2,461.00","2,461.00","","0.49%"
"06/04/2021","2,449.00","2,449.00","2,449.00","2,449.00","","0.33%"
"06/03/2021","2,441.00","2,441.00","2,441.00","2,441.00","","-0.61%"
"06/02/2021","2,456.00","2,456.00","2,456.00","2,456.00","","0.04%"
"06/01/2021","2,455.00","2,455.00","2,455.00","2,455.00","","-1.96%"
"05/28/2021","2,504.00","2,504.00","2,504.00","2,504.00","","-0.63%"
"05/27/2021","2,520.00","2,520.00","2,520.00","2,520.00","","1.12%"
"05/26/2021","2,492.00","2,492.00","2,492.00","2,492.00","","1.71%"
"05/25/2021","2,450.00","2,450.00","2,450.00","2,450.00","","0.91%"
"05/24/2021","2,428.00","2,428.00","2,428.00","2,428.00","","0.83%"
"05/21/2021","2,408.00","2,408.00","2,408.00","2,408.00","","1.43%"
"05/20/2021","2,374.00","2,374.00","2,374.00","2,374.00","","1.28%"
"05/19/2021","2,344.00","2,344.00","2,344.00","2,344.00","","0.86%"
"05/18/2021","2,324.00","2,324.00","2,324.00","2,324.00","","0.61%"
"05/17/2021","2,310.00","2,310.00","2,310.00","2,310.00","","0.57%"
"05/14/2021","2,297.00","2,297.00","2,297.00","2,297.00","","0.61%"
"05/13/2021","2,283.00","2,283.00","2,283.00","2,283.00","","0.62%"
"05/12/2021","2,269.00","2,269.00","2,269.00","2,269.00","","1.07%"
"05/11/2021","2,245.00","2,245.00","2,245.00","2,245.00","","1.31%"
"05/10/2021","2,216.00","2,216.00","2,216.00","2,216.00","","0.91%"
"05/07/2021","2,196.00","2,196.00","2,196.00","2,196.00","","1.67%"
"05/06/2021","2,160.00","2,160.00","2,160.00","2,160.00","","1.17%"
"05/05/2021","2,135.00","2,135.00","2,135.00","2,135.00","","0.23%"
"05/04/2021","2,130.00","2,130.00","2,130.00","2,130.00","","-0.65%"
"04/30/2021","2,144.00","2,144.00","2,144.00","2,144.00","","-0.33%"
"04/29/2021","2,151.00","2,151.00","2,151.00","2,151.00","","0.51%"
"04/28/2021","2,140.00","2,140.00","2,140.00","2,140.00","","0.52%"
"04/27/2021","2,129.00","2,129.00","2,129.00","2,129.00","","1.00%"
"04/26/2021","2,108.00","2,108.00","2,108.00","2,108.00","","1.10%"
"04/23/2021","2,085.00","2,085.00","2,085.00","2,085.00","","2.36%"
"04/22/2021","2,037.00","2,037.00","2,037.00","2,037.00","","3.03%"
"04/21/2021","1,977.00","1,977.00","1,977.00","1,977.00","","2.70%"
"04/20/2021","1,925.00","1,925.00","1,925.00","1,925.00","","2.50%"
"04/19/2021","1,878.00","1,878.00","1,878.00","1,878.00","","1.57%"
"04/16/2021","1,849.00","1,849.00","1,849.00","1,849.00","","2.10%"
"04/15/2021","1,811.00","1,811.00","1,811.00","1,811.00","","1.57%"
"04/14/2021","1,783.00","1,783.00","1,783.00","1,783.00","","0.51%"
"04/13/2021","1,774.00","1,774.00","1,774.00","1,774.00","","0.00%"
"04/12/2021","1,774.00","1,774.00","1,774.00","1,774.00","","-0.34%"
"04/09/2021","1,780.00","1,780.00","1,780.00","1,780.00","","-0.34%"
"04/08/2021","1,786.00","1,786.00","1,786.00","1,786.00","","-0.33%"
"04/07/2021","1,792.00","1,792.00","1,792.00","1,792.00","","-0.94%"
"04/06/2021","1,809.00","1,809.00","1,809.00","1,809.00","","-1.68%"
"04/01/2021","1,840.00","1,840.00","1,840.00","1,840.00","","-1.66%"
"03/31/2021","1,871.00","1,871.00","1,871.00","1,871.00","","-2.35%"
"03/30/2021","1,916.00","1,916.00","1,916.00","1,916.00","","-1.79%"
"03/29/2021","1,951.00","1,951.00","1,951.00","1,951.00","","-1.61%"
"03/26/2021","1,983.00","1,983.00","1,983.00","1,983.00","","-1.88%"
"03/25/2021","2,021.00","2,021.00","2,021.00","2,021.00","","-3.02%"
"03/24/2021","2,084.00","2,084.00","2,084.00","2,084.00","","-1.98%"
"03/23/2021","2,126.00","2,126.00","2,126.00","2,126.00","","-0.33%"
"03/22/2021","2,133.00","2,133.00","2,133.00","2,133.00","","0.52%"
"03/19/2021","2,122.00","2,122.00","2,122.00","2,122.00","","0.38%"
"03/18/2021","2,114.00","2,114.00","2,114.00","2,114.00","","1.10%"
"03/17/2021","2,091.00","2,091.00","2,091.00","2,091.00","","0.58%"
"03/16/2021","2,079.00","2,079.00","2,079.00","2,079.00","","-0.19%"
"03/15/2021","2,083.00","2,083.00","2,083.00","2,083.00","","0.29%"
"03/12/2021","2,077.00","2,077.00","2,077.00","2,077.00","","1.27%"
"03/11/2021","2,051.00","2,051.00","2,051.00","2,051.00","","1.69%"
"03/10/2021","2,017.00","2,017.00","2,017.00","2,017.00","","2.44%"
"03/09/2021","1,969.00","1,969.00","1,969.00","1,969.00","","1.86%"
"03/08/2021","1,933.00","1,933.00","1,933.00","1,933.00","","0.83%"
"03/05/2021","1,917.00","1,917.00","1,917.00","1,917.00","","0.89%"
"03/04/2021","1,900.00","1,900.00","1,900.00","1,900.00","","0.58%"
"03/03/2021","1,889.00","1,889.00","1,889.00","1,889.00","","0.53%"
"03/02/2021","1,879.00","1,879.00","1,879.00","1,879.00","","0.00%"
"03/01/2021","1,879.00","1,879.00","1,879.00","1,879.00","","0.05%"
"02/26/2021","1,878.00","1,878.00","1,878.00","1,878.00","","0.64%"
"02/25/2021","1,866.00","1,866.00","1,866.00","1,866.00","","2.41%"
"02/24/2021","1,822.00","1,822.00","1,822.00","1,822.00","","4.47%"
"02/23/2021","1,744.00","1,744.00","1,744.00","1,744.00","","9.14%"
"02/22/2021","1,598.00","1,598.00","1,598.00","1,598.00","","5.62%"
"02/19/2021","1,513.00","1,513.00","1,513.00","1,513.00","","5.00%"
"02/18/2021","1,441.00","1,441.00","1,441.00","1,441.00","","7.54%"
"02/17/2021","1,340.00","1,340.00","1,340.00","1,340.00","","6.18%"
"02/16/2021","1,262.00","1,262.00","1,262.00","1,262.00","","2.44%"
"02/15/2021","1,232.00","1,232.00","1,232.00","1,232.00","","1.23%"
"02/12/2021","1,217.00","1,217.00","1,217.00","1,217.00","","1.67%"
"02/11/2021","1,197.00","1,197.00","1,197.00","1,197.00","","1.87%"
"02/10/2021","1,175.00","1,175.00","1,175.00","1,175.00","","1.64%"
"02/09/2021","1,156.00","1,156.00","1,156.00","1,156.00","","0.61%"
"02/08/2021","1,149.00","1,149.00","1,149.00","1,149.00","","0.44%"
"02/05/2021","1,144.00","1,144.00","1,144.00","1,144.00","","0.44%"
"02/04/2021","1,139.00","1,139.00","1,139.00","1,139.00","","-0.18%"
"02/03/2021","1,141.00","1,141.00","1,141.00","1,141.00","","-0.70%"
"02/02/2021","1,149.00","1,149.00","1,149.00","1,149.00","","-1.12%"
"02/01/2021","1,162.00","1,162.00","1,162.00","1,162.00","","-0.26%"
"01/29/2021","1,165.00","1,165.00","1,165.00","1,165.00","","-0.09%"
"01/28/2021","1,166.00","1,166.00","1,166.00","1,166.00","","0.26%"
"01/27/2021","1,163.00","1,163.00","1,163.00","1,163.00","","0.43%"
"01/26/2021","1,158.00","1,158.00","1,158.00","1,158.00","","0.52%"
"01/25/2021","1,152.00","1,152.00","1,152.00","1,152.00","","0.88%"
"01/22/2021","1,142.00","1,142.00","1,142.00","1,142.00","","0.79%"
"01/21/2021","1,133.00","1,133.00","1,133.00","1,133.00","","1.25%"
"01/20/2021","1,119.00","1,119.00","1,119.00","1,119.00","","1.36%"
"01/19/2021","1,104.00","1,104.00","1,104.00","1,104.00","","0.73%"
"01/18/2021","1,096.00","1,096.00","1,096.00","1,096.00","","0.92%"
"01/15/2021","1,086.00","1,086.00","1,086.00","1,086.00","","0.56%"
"01/14/2021","1,080.00","1,080.00","1,080.00","1,080.00","","1.22%"
"01/13/2021","1,067.00","1,067.00","1,067.00","1,067.00","","1.14%"
"01/12/2021","1,055.00","1,055.00","1,055.00","1,055.00","","1.54%"
"01/11/2021","1,039.00","1,039.00","1,039.00","1,039.00","","0.97%"
"01/08/2021","1,029.00","1,029.00","1,029.00","1,029.00","","0.59%"
"01/07/2021","1,023.00","1,023.00","1,023.00","1,023.00","","0.10%"
"01/06/2021","1,022.00","1,022.00","1,022.00","1,022.00","","0.00%"
"01/05/2021","1,022.00","1,022.00","1,022.00","1,022.00","","-0.58%"
"01/04/2021","1,028.00","1,028.00","1,028.00","1,028.00","","-1.06%"
"12/24/2020","1,039.00","1,039.00","1,039.00","1,039.00","","-0.76%"
"12/23/2020","1,047.00","1,047.00","1,047.00","1,047.00","","-0.10%"
"12/22/2020","1,048.00","1,048.00","1,048.00","1,048.00","","-0.57%"
"12/21/2020","1,054.00","1,054.00","1,054.00","1,054.00","","-0.28%"
"12/18/2020","1,057.00","1,057.00","1,057.00","1,057.00","","0.00%"
"12/17/2020","1,057.00","1,057.00","1,057.00","1,057.00","","0.28%"
"12/16/2020","1,054.00","1,054.00","1,054.00","1,054.00","","0.76%"
"12/15/2020","1,046.00","1,046.00","1,046.00","1,046.00","","0.77%"
"12/14/2020","1,038.00","1,038.00","1,038.00","1,038.00","","0.68%"
"12/11/2020","1,031.00","1,031.00","1,031.00","1,031.00","","0.78%"
"12/10/2020","1,023.00","1,023.00","1,023.00","1,023.00","","0.59%"
"12/09/2020","1,017.00","1,017.00","1,017.00","1,017.00","","0.49%"
"12/08/2020","1,012.00","1,012.00","1,012.00","1,012.00","","0.10%"
"12/07/2020","1,011.00","1,011.00","1,011.00","1,011.00","","0.00%"
"12/04/2020","1,011.00","1,011.00","1,011.00","1,011.00","","-0.39%"
"12/03/2020","1,015.00","1,015.00","1,015.00","1,015.00","","-0.39%"
"12/02/2020","1,019.00","1,019.00","1,019.00","1,019.00","","-0.10%"
"12/01/2020","1,020.00","1,020.00","1,020.00","1,020.00","","-0.20%"
"11/30/2020","1,022.00","1,022.00","1,022.00","1,022.00","","0.39%"
"11/27/2020","1,018.00","1,018.00","1,018.00","1,018.00","","0.69%"
"11/26/2020","1,011.00","1,011.00","1,011.00","1,011.00","","1.61%"
"11/25/2020","995.00","995.00","995.00","995.00","","2.26%"
"11/24/2020","973.00","973.00","973.00","973.00","","2.21%"
"11/23/2020","952.00","952.00","952.00","952.00","","2.37%"
"11/20/2020","930.00","930.00","930.00","930.00","","1.64%"
"11/19/2020","915.00","915.00","915.00","915.00","","1.67%"
"11/18/2020","900.00","900.00","900.00","900.00","","1.35%"
"11/17/2020","888.00","888.00","888.00","888.00","","0.45%"
"11/16/2020","884.00","884.00","884.00","884.00","","0.00%"
"11/13/2020","884.00","884.00","884.00","884.00","","0.00%"
"11/12/2020","884.00","884.00","884.00","884.00","","0.23%"
"11/11/2020","882.00","882.00","882.00","882.00","","-0.68%"
"11/10/2020","888.00","888.00","888.00","888.00","","-0.56%"
"11/09/2020","893.00","893.00","893.00","893.00","","-0.89%"
"11/06/2020","901.00","901.00","901.00","901.00","","-1.21%"
"11/05/2020","912.00","912.00","912.00","912.00","","-1.08%"
"11/04/2020","922.00","922.00","922.00","922.00","","-1.07%"
"11/03/2020","932.00","932.00","932.00","932.00","","-1.17%"
"11/02/2020","943.00","943.00","943.00","943.00","","-0.63%"
"10/30/2020","949.00","949.00","949.00","949.00","","-0.94%"
"10/29/2020","958.00","958.00","958.00","958.00","","-0.42%"
"10/28/2020","962.00","962.00","962.00","962.00","","-0.62%"
"10/27/2020","968.00","968.00","968.00","968.00","","-0.41%"
"10/26/2020","972.00","972.00","972.00","972.00","","0.00%"
"10/23/2020","972.00","972.00","972.00","972.00","","0.00%"
"10/22/2020","972.00","972.00","972.00","972.00","","0.00%"
"10/21/2020","972.00","972.00","972.00","972.00","","-0.10%"
"10/20/2020","973.00","973.00","973.00","973.00","","-0.31%"
"10/19/2020","976.00","976.00","976.00","976.00","","0.00%"
"10/16/2020","976.00","976.00","976.00","976.00","","-0.10%"
"10/15/2020","977.00","977.00","977.00","977.00","","-0.31%"
"10/14/2020","980.00","980.00","980.00","980.00","","-0.20%"
"10/13/2020","982.00","982.00","982.00","982.00","","0.00%"
"10/12/2020","982.00","982.00","982.00","982.00","","0.00%"
"10/09/2020","982.00","982.00","982.00","982.00","","-0.20%"
"10/08/2020","984.00","984.00","984.00","984.00","","-0.10%"
"10/07/2020","985.00","985.00","985.00","985.00","","0.00%"
"10/06/2020","985.00","985.00","985.00","985.00","","-0.30%"
"10/05/2020","988.00","988.00","988.00","988.00","","-0.30%"
"10/02/2020","991.00","991.00","991.00","991.00","","-0.10%"
"10/01/2020","992.00","992.00","992.00","992.00","","-0.30%"
"09/30/2020","995.00","995.00","995.00","995.00","","-0.40%"
"09/29/2020","999.00","999.00","999.00","999.00","","0.10%"
"09/28/2020","998.00","998.00","998.00","998.00","","0.60%"
"09/25/2020","992.00","992.00","992.00","992.00","","0.92%"
"09/24/2020","983.00","983.00","983.00","983.00","","1.24%"
"09/23/2020","971.00","971.00","971.00","971.00","","1.15%"
"09/22/2020","960.00","960.00","960.00","960.00","","1.05%"
"09/21/2020","950.00","950.00","950.00","950.00","","0.96%"
"09/18/2020","941.00","941.00","941.00","941.00","","1.18%"
"09/17/2020","930.00","930.00","930.00","930.00","","0.98%"
"09/16/2020","921.00","921.00","921.00","921.00","","0.99%"
"09/15/2020","912.00","912.00","912.00","912.00","","-0.22%"
"09/14/2020","914.00","914.00","914.00","914.00","","-0.33%"
"09/11/2020","917.00","917.00","917.00","917.00","","-0.65%"
"09/10/2020","923.00","923.00","923.00","923.00","","-0.86%"
"09/09/2020","931.00","931.00","931.00","931.00","","-1.06%"
"09/08/2020","941.00","941.00","941.00","941.00","","-0.84%"
"09/07/2020","949.00","949.00","949.00","949.00","","-0.42%"
"09/04/2020","953.00","953.00","953.00","953.00","","-0.52%"
"09/03/2020","958.00","958.00","958.00","958.00","","-0.10%"
"09/02/2020","959.00","959.00","959.00","959.00","","0.10%"
"09/01/2020","958.00","958.00","958.00","958.00","","0.00%"
"08/28/2020","958.00","958.00","958.00","958.00","","0.00%"
"08/27/2020","958.00","958.00","958.00","958.00","","-0.21%"
"08/26/2020","960.00","960.00","960.00","960.00","","-0.41%"
"08/25/2020","964.00","964.00","964.00","964.00","","-0.10%"
"08/24/2020","965.00","965.00","965.00","965.00","","0.31%"
"08/21/2020","962.00","962.00","962.00","962.00","","0.52%"
"08/20/2020","957.00","957.00","957.00","957.00","","0.31%"
"08/19/2020","954.00","954.00","954.00","954.00","","0.53%"
"08/18/2020","949.00","949.00","949.00","949.00","","0.64%"
"08/17/2020","943.00","943.00","943.00","943.00","","1.73%"
"08/14/2020","927.00","927.00","927.00","927.00","","1.76%"
"08/13/2020","911.00","911.00","911.00","911.00","","2.02%"
"08/12/2020","893.00","893.00","893.00","893.00","","1.59%"
"08/11/2020","879.00","879.00","879.00","879.00","","1.38%"
"08/10/2020","867.00","867.00","867.00","867.00","","1.40%"
"08/07/2020","855.00","855.00","855.00","855.00","","0.94%"
"08/06/2020","847.00","847.00","847.00","847.00","","0.36%"
"08/05/2020","844.00","844.00","844.00","844.00","","-0.82%"
"08/04/2020","851.00","851.00","851.00","851.00","","-1.28%"
"08/03/2020","862.00","862.00","862.00","862.00","","-0.92%"
