"Date","Price","Open","High","Low","Vol.","Change %"
"02/19/2019","625.00","625.00","625.00","625.00","","5.22%"
"02/18/2019","594.00","594.00","594.00","594.00","","6.07%"
"02/15/2019","560.00","560.00","560.00","560.00","","6.46%"
"02/14/2019","526.00","526.00","526.00","526.00","","10.04%"
"02/13/2019","478.00","478.00","478.00","478.00","","5.29%"
"02/12/2019","454.00","454.00","454.00","454.00","","5.83%"
"02/11/2019","429.00","429.00","429.00","429.00","","3.37%"
"02/08/2019","415.00","415.00","415.00","415.00","","0.24%"
"02/07/2019","414.00","414.00","414.00","414.00","","-0.24%"
"02/06/2019","415.00","415.00","415.00","415.00","","-1.89%"
"02/05/2019","423.00","423.00","423.00","423.00","","-3.42%"
"02/04/2019","438.00","438.00","438.00","438.00","","-2.67%"
"02/01/2019","450.00","450.00","450.00","450.00","","-4.66%"
"01/31/2019","472.00","472.00","472.00","472.00","","-5.22%"
"01/30/2019","498.00","498.00","498.00","498.00","","-5.32%"
"01/29/2019","526.00","526.00","526.00","526.00","","-4.71%"
"01/28/2019","552.00","552.00","552.00","552.00","","-4.17%"
"01/25/2019","576.00","576.00","576.00","576.00","","-5.11%"
"01/24/2019","607.00","607.00","607.00","607.00","","-4.86%"
"01/23/2019","638.00","638.00","638.00","638.00","","-3.33%"
"01/22/2019","660.00","660.00","660.00","660.00","","-2.94%"
"01/21/2019","680.00","680.00","680.00","680.00","","-3.00%"
"01/18/2019","701.00","701.00","701.00","701.00","","-3.84%"
"01/17/2019","729.00","729.00","729.00","729.00","","-3.44%"
"01/16/2019","755.00","755.00","755.00","755.00","","-3.82%"
"01/15/2019","785.00","785.00","785.00","785.00","","-3.56%"
"01/14/2019","814.00","814.00","814.00","814.00","","-3.33%"
"01/11/2019","842.00","842.00","842.00","842.00","","-3.22%"
"01/10/2019","870.00","870.00","870.00","870.00","","-2.58%"
"01/09/2019","893.00","893.00","893.00","893.00","","-2.72%"
"01/08/2019","918.00","918.00","918.00","918.00","","-1.61%"
"01/07/2019","933.00","933.00","933.00","933.00","","-1.37%"
"01/04/2019","946.00","946.00","946.00","946.00","","-1.25%"
"01/03/2019","958.00","958.00","958.00","958.00","","-0.93%"
"01/02/2019","967.00","967.00","967.00","967.00","","-0.82%"
"12/24/2018","975.00","975.00","975.00","975.00","","-0.20%"
"12/21/2018","977.00","977.00","977.00","977.00","","-0.20%"
"12/20/2018","979.00","979.00","979.00","979.00","","0.00%"
"12/19/2018","979.00","979.00","979.00","979.00","","0.20%"
"12/18/2018","977.00","977.00","977.00","977.00","","-0.10%"
"12/17/2018","978.00","978.00","978.00","978.00","","0.41%"
"12/14/2018","974.00","974.00","974.00","974.00","","0.62%"
"12/13/2018","968.00","968.00","968.00","968.00","","0.52%"
"12/12/2018","963.00","963.00","963.00","963.00","","0.52%"
"12/11/2018","958.00","958.00","958.00","958.00","","0.31%"
"12/10/2018","955.00","955.00","955.00","955.00","","0.21%"
"12/07/2018","953.00","953.00","953.00","953.00","","0.21%"
"12/06/2018","951.00","951.00","951.00","951.00","","0.11%"
"12/05/2018","950.00","950.00","950.00","950.00","","0.11%"
"12/04/2018","949.00","949.00","949.00","949.00","","0.42%"
"12/03/2018","945.00","945.00","945.00","945.00","","0.11%"
"11/30/2018","944.00","944.00","944.00","944.00","","-0.11%"
"11/29/2018","945.00","945.00","945.00","945.00","","0.32%"
"11/28/2018","942.00","942.00","942.00","942.00","","-0.11%"
"11/27/2018","943.00","943.00","943.00","943.00","","-0.42%"
"11/26/2018","947.00","947.00","947.00","947.00","","-0.53%"
"11/23/2018","952.00","952.00","952.00","952.00","","-0.42%"
"11/22/2018","956.00","956.00","956.00","956.00","","-0.31%"
"11/21/2018","959.00","959.00","959.00","959.00","","-0.42%"
"11/20/2018","963.00","963.00","963.00","963.00","","-0.10%"
"11/19/2018","964.00","964.00","964.00","964.00","","-0.52%"
"11/16/2018","969.00","969.00","969.00","969.00","","-0.10%"
"11/15/2018","970.00","970.00","970.00","970.00","","-1.22%"
"11/14/2018","982.00","982.00","982.00","982.00","","-0.41%"
"11/13/2018","986.00","986.00","986.00","986.00","","-0.80%"
"11/12/2018","994.00","994.00","994.00","994.00","","-0.90%"
"11/09/2018","1,003.00","1,003.00","1,003.00","1,003.00","","-0.99%"
"11/08/2018","1,013.00","1,013.00","1,013.00","1,013.00","","-0.78%"
"11/07/2018","1,021.00","1,021.00","1,021.00","1,021.00","","-1.16%"
"11/06/2018","1,033.00","1,033.00","1,033.00","1,033.00","","-0.77%"
"11/05/2018","1,041.00","1,041.00","1,041.00","1,041.00","","-0.95%"
"11/02/2018","1,051.00","1,051.00","1,051.00","1,051.00","","-0.94%"
"11/01/2018","1,061.00","1,061.00","1,061.00","1,061.00","","-1.12%"
"10/31/2018","1,073.00","1,073.00","1,073.00","1,073.00","","-1.29%"
"10/30/2018","1,087.00","1,087.00","1,087.00","1,087.00","","-1.72%"
"10/29/2018","1,106.00","1,106.00","1,106.00","1,106.00","","-0.98%"
"10/26/2018","1,117.00","1,117.00","1,117.00","1,117.00","","-1.33%"
"10/25/2018","1,132.00","1,132.00","1,132.00","1,132.00","","-1.05%"
"10/24/2018","1,144.00","1,144.00","1,144.00","1,144.00","","-1.04%"
"10/23/2018","1,156.00","1,156.00","1,156.00","1,156.00","","-0.60%"
"10/22/2018","1,163.00","1,163.00","1,163.00","1,163.00","","-0.60%"
"10/19/2018","1,170.00","1,170.00","1,170.00","1,170.00","","-0.93%"
"10/18/2018","1,181.00","1,181.00","1,181.00","1,181.00","","-0.92%"
"10/17/2018","1,192.00","1,192.00","1,192.00","1,192.00","","-0.33%"
"10/16/2018","1,196.00","1,196.00","1,196.00","1,196.00","","-0.33%"
"10/15/2018","1,200.00","1,200.00","1,200.00","1,200.00","","-0.33%"
"10/12/2018","1,204.00","1,204.00","1,204.00","1,204.00","","-0.25%"
"10/11/2018","1,207.00","1,207.00","1,207.00","1,207.00","","0.17%"
"10/10/2018","1,205.00","1,205.00","1,205.00","1,205.00","","0.17%"
"10/09/2018","1,203.00","1,203.00","1,203.00","1,203.00","","0.17%"
"10/08/2018","1,201.00","1,201.00","1,201.00","1,201.00","","0.33%"
"10/05/2018","1,197.00","1,197.00","1,197.00","1,197.00","","0.42%"
"10/04/2018","1,192.00","1,192.00","1,192.00","1,192.00","","0.17%"
"10/03/2018","1,190.00","1,190.00","1,190.00","1,190.00","","0.08%"
"10/02/2018","1,189.00","1,189.00","1,189.00","1,189.00","","-0.34%"
"10/01/2018","1,193.00","1,193.00","1,193.00","1,193.00","","-0.08%"
"09/28/2018","1,194.00","1,194.00","1,194.00","1,194.00","","-0.08%"
"09/27/2018","1,195.00","1,195.00","1,195.00","1,195.00","","0.08%"
"09/26/2018","1,194.00","1,194.00","1,194.00","1,194.00","","0.34%"
"09/25/2018","1,190.00","1,190.00","1,190.00","1,190.00","","0.42%"
"09/24/2018","1,185.00","1,185.00","1,185.00","1,185.00","","0.85%"
"09/21/2018","1,175.00","1,175.00","1,175.00","1,175.00","","0.51%"
"09/20/2018","1,169.00","1,169.00","1,169.00","1,169.00","","0.86%"
"09/19/2018","1,159.00","1,159.00","1,159.00","1,159.00","","0.70%"
"09/18/2018","1,151.00","1,151.00","1,151.00","1,151.00","","1.14%"
"09/17/2018","1,138.00","1,138.00","1,138.00","1,138.00","","0.35%"
"09/14/2018","1,134.00","1,134.00","1,134.00","1,134.00","","0.18%"
"09/13/2018","1,132.00","1,132.00","1,132.00","1,132.00","","-0.18%"
"09/12/2018","1,134.00","1,134.00","1,134.00","1,134.00","","-0.09%"
"09/11/2018","1,135.00","1,135.00","1,135.00","1,135.00","","-0.09%"
"09/10/2018","1,136.00","1,136.00","1,136.00","1,136.00","","0.18%"
"09/07/2018","1,134.00","1,134.00","1,134.00","1,134.00","","-0.09%"
"09/06/2018","1,135.00","1,135.00","1,135.00","1,135.00","","0.00%"
"09/05/2018","1,135.00","1,135.00","1,135.00","1,135.00","","0.00%"
"09/04/2018","1,135.00","1,135.00","1,135.00","1,135.00","","0.18%"
"09/03/2018","1,133.00","1,133.00","1,133.00","1,133.00","","0.09%"
"08/31/2018","1,132.00","1,132.00","1,132.00","1,132.00","","0.35%"
"08/30/2018","1,128.00","1,128.00","1,128.00","1,128.00","","0.62%"
"08/29/2018","1,121.00","1,121.00","1,121.00","1,121.00","","0.99%"
"08/28/2018","1,110.00","1,110.00","1,110.00","1,110.00","","1.37%"
"08/24/2018","1,095.00","1,095.00","1,095.00","1,095.00","","0.74%"
"08/23/2018","1,087.00","1,087.00","1,087.00","1,087.00","","0.83%"
"08/22/2018","1,078.00","1,078.00","1,078.00","1,078.00","","0.84%"
"08/21/2018","1,069.00","1,069.00","1,069.00","1,069.00","","0.66%"
"08/20/2018","1,062.00","1,062.00","1,062.00","1,062.00","","0.57%"
"08/17/2018","1,056.00","1,056.00","1,056.00","1,056.00","","0.57%"
"08/16/2018","1,050.00","1,050.00","1,050.00","1,050.00","","0.48%"
"08/15/2018","1,045.00","1,045.00","1,045.00","1,045.00","","0.29%"
"08/14/2018","1,042.00","1,042.00","1,042.00","1,042.00","","0.19%"
"08/13/2018","1,040.00","1,040.00","1,040.00","1,040.00","","0.10%"
"08/10/2018","1,039.00","1,039.00","1,039.00","1,039.00","","0.29%"
"08/09/2018","1,036.00","1,036.00","1,036.00","1,036.00","","0.10%"
"08/08/2018","1,035.00","1,035.00","1,035.00","1,035.00","","0.29%"
"08/07/2018","1,032.00","1,032.00","1,032.00","1,032.00","","0.19%"
"08/06/2018","1,030.00","1,030.00","1,030.00","1,030.00","","0.00%"
"08/03/2018","1,030.00","1,030.00","1,030.00","1,030.00","","-0.19%"
"08/02/2018","1,032.00","1,032.00","1,032.00","1,032.00","","-0.39%"
"08/01/2018","1,036.00","1,036.00","1,036.00","1,036.00","","0.10%"
"07/31/2018","1,035.00","1,035.00","1,035.00","1,035.00","","0.00%"
"07/30/2018","1,035.00","1,035.00","1,035.00","1,035.00","","0.00%"
"07/27/2018","1,035.00","1,035.00","1,035.00","1,035.00","","0.10%"
"07/26/2018","1,034.00","1,034.00","1,034.00","1,034.00","","0.10%"
"07/25/2018","1,033.00","1,033.00","1,033.00","1,033.00","","0.29%"
"07/24/2018","1,030.00","1,030.00","1,030.00","1,030.00","","0.19%"
"07/23/2018","1,028.00","1,028.00","1,028.00","1,028.00","","0.49%"
"07/20/2018","1,023.00","1,023.00","1,023.00","1,023.00","","0.69%"
"07/19/2018","1,016.00","1,016.00","1,016.00","1,016.00","","0.79%"
"07/18/2018","1,008.00","1,008.00","1,008.00","1,008.00","","0.50%"
"07/17/2018","1,003.00","1,003.00","1,003.00","1,003.00","","0.50%"
"07/16/2018","998.00","998.00","998.00","998.00","","0.30%"
"07/13/2018","995.00","995.00","995.00","995.00","","0.10%"
"07/12/2018","994.00","994.00","994.00","994.00","","0.20%"
"07/11/2018","992.00","992.00","992.00","992.00","","-0.20%"
"07/10/2018","994.00","994.00","994.00","994.00","","-0.30%"
"07/09/2018","997.00","997.00","997.00","997.00","","-0.20%"
"07/06/2018","999.00","999.00","999.00","999.00","","-0.60%"
"07/05/2018","1,005.00","1,005.00","1,005.00","1,005.00","","-1.18%"
"07/04/2018","1,017.00","1,017.00","1,017.00","1,017.00","","-0.78%"
"07/03/2018","1,025.00","1,025.00","1,025.00","1,025.00","","-0.87%"
"07/02/2018","1,034.00","1,034.00","1,034.00","1,034.00","","-0.77%"
"06/29/2018","1,042.00","1,042.00","1,042.00","1,042.00","","-1.23%"
"06/28/2018","1,055.00","1,055.00","1,055.00","1,055.00","","-1.12%"
"06/27/2018","1,067.00","1,067.00","1,067.00","1,067.00","","-1.02%"
"06/26/2018","1,078.00","1,078.00","1,078.00","1,078.00","","-0.65%"
"06/25/2018","1,085.00","1,085.00","1,085.00","1,085.00","","-0.64%"
"06/22/2018","1,092.00","1,092.00","1,092.00","1,092.00","","-0.18%"
"06/21/2018","1,094.00","1,094.00","1,094.00","1,094.00","","0.00%"
"06/20/2018","1,094.00","1,094.00","1,094.00","1,094.00","","0.09%"
"06/19/2018","1,093.00","1,093.00","1,093.00","1,093.00","","0.09%"
"06/18/2018","1,092.00","1,092.00","1,092.00","1,092.00","","0.09%"
"06/15/2018","1,091.00","1,091.00","1,091.00","1,091.00","","0.18%"
"06/14/2018","1,089.00","1,089.00","1,089.00","1,089.00","","0.09%"
"06/13/2018","1,088.00","1,088.00","1,088.00","1,088.00","","0.37%"
"06/12/2018","1,084.00","1,084.00","1,084.00","1,084.00","","0.56%"
"06/11/2018","1,078.00","1,078.00","1,078.00","1,078.00","","0.28%"
"06/08/2018","1,075.00","1,075.00","1,075.00","1,075.00","","0.28%"
"06/07/2018","1,072.00","1,072.00","1,072.00","1,072.00","","0.66%"
"06/06/2018","1,065.00","1,065.00","1,065.00","1,065.00","","0.00%"
"06/05/2018","1,065.00","1,065.00","1,065.00","1,065.00","","0.38%"
"06/04/2018","1,061.00","1,061.00","1,061.00","1,061.00","","0.00%"
"06/01/2018","1,061.00","1,061.00","1,061.00","1,061.00","","-0.19%"
"05/31/2018","1,063.00","1,063.00","1,063.00","1,063.00","","-0.09%"
"05/30/2018","1,064.00","1,064.00","1,064.00","1,064.00","","-0.37%"
"05/29/2018","1,068.00","1,068.00","1,068.00","1,068.00","","-0.28%"
"05/25/2018","1,071.00","1,071.00","1,071.00","1,071.00","","-0.28%"
"05/24/2018","1,074.00","1,074.00","1,074.00","1,074.00","","0.00%"
"05/23/2018","1,074.00","1,074.00","1,074.00","1,074.00","","0.00%"
"05/22/2018","1,074.00","1,074.00","1,074.00","1,074.00","","0.28%"
"05/21/2018","1,071.00","1,071.00","1,071.00","1,071.00","","0.19%"
"05/18/2018","1,069.00","1,069.00","1,069.00","1,069.00","","0.47%"
"05/17/2018","1,064.00","1,064.00","1,064.00","1,064.00","","0.76%"
"05/16/2018","1,056.00","1,056.00","1,056.00","1,056.00","","0.28%"
"05/15/2018","1,053.00","1,053.00","1,053.00","1,053.00","","-0.19%"
"05/14/2018","1,055.00","1,055.00","1,055.00","1,055.00","","0.19%"
"05/11/2018","1,053.00","1,053.00","1,053.00","1,053.00","","0.10%"
"05/10/2018","1,052.00","1,052.00","1,052.00","1,052.00","","0.38%"
"05/09/2018","1,048.00","1,048.00","1,048.00","1,048.00","","-0.29%"
"05/08/2018","1,051.00","1,051.00","1,051.00","1,051.00","","0.10%"
"05/04/2018","1,050.00","1,050.00","1,050.00","1,050.00","","0.29%"
"05/03/2018","1,047.00","1,047.00","1,047.00","1,047.00","","0.38%"
"05/02/2018","1,043.00","1,043.00","1,043.00","1,043.00","","0.00%"
"05/01/2018","1,043.00","1,043.00","1,043.00","1,043.00","","-0.19%"
"04/30/2018","1,045.00","1,045.00","1,045.00","1,045.00","","0.29%"
"04/27/2018","1,042.00","1,042.00","1,042.00","1,042.00","","0.19%"
"04/26/2018","1,040.00","1,040.00","1,040.00","1,040.00","","0.29%"
"04/25/2018","1,037.00","1,037.00","1,037.00","1,037.00","","0.68%"
"04/24/2018","1,030.00","1,030.00","1,030.00","1,030.00","","0.29%"
"04/23/2018","1,027.00","1,027.00","1,027.00","1,027.00","","0.20%"
"04/20/2018","1,025.00","1,025.00","1,025.00","1,025.00","","0.29%"
"04/19/2018","1,022.00","1,022.00","1,022.00","1,022.00","","0.00%"
"04/18/2018","1,022.00","1,022.00","1,022.00","1,022.00","","0.39%"
"04/17/2018","1,018.00","1,018.00","1,018.00","1,018.00","","0.20%"
"04/16/2018","1,016.00","1,016.00","1,016.00","1,016.00","","0.30%"
"04/13/2018","1,013.00","1,013.00","1,013.00","1,013.00","","-0.10%"
"04/12/2018","1,014.00","1,014.00","1,014.00","1,014.00","","0.00%"
"04/11/2018","1,014.00","1,014.00","1,014.00","1,014.00","","-0.20%"
"04/10/2018","1,016.00","1,016.00","1,016.00","1,016.00","","-0.78%"
"04/09/2018","1,024.00","1,024.00","1,024.00","1,024.00","","-0.78%"
"04/06/2018","1,032.00","1,032.00","1,032.00","1,032.00","","-0.96%"
"04/05/2018","1,042.00","1,042.00","1,042.00","1,042.00","","-1.33%"
"04/04/2018","1,056.00","1,056.00","1,056.00","1,056.00","","-1.03%"
"04/03/2018","1,067.00","1,067.00","1,067.00","1,067.00","","-1.20%"
"03/29/2018","1,080.00","1,080.00","1,080.00","1,080.00","","-1.19%"
"03/28/2018","1,093.00","1,093.00","1,093.00","1,093.00","","-1.18%"
"03/27/2018","1,106.00","1,106.00","1,106.00","1,106.00","","-0.90%"
"03/26/2018","1,116.00","1,116.00","1,116.00","1,116.00","","-0.45%"
"03/23/2018","1,121.00","1,121.00","1,121.00","1,121.00","","-0.09%"
"03/22/2018","1,122.00","1,122.00","1,122.00","1,122.00","","0.45%"
"03/21/2018","1,117.00","1,117.00","1,117.00","1,117.00","","0.72%"
"03/20/2018","1,109.00","1,109.00","1,109.00","1,109.00","","0.91%"
"03/19/2018","1,099.00","1,099.00","1,099.00","1,099.00","","0.73%"
"03/16/2018","1,091.00","1,091.00","1,091.00","1,091.00","","1.30%"
"03/15/2018","1,077.00","1,077.00","1,077.00","1,077.00","","1.51%"
"03/14/2018","1,061.00","1,061.00","1,061.00","1,061.00","","1.14%"
"03/13/2018","1,049.00","1,049.00","1,049.00","1,049.00","","0.87%"
"03/12/2018","1,040.00","1,040.00","1,040.00","1,040.00","","0.78%"
"03/09/2018","1,032.00","1,032.00","1,032.00","1,032.00","","0.58%"
"03/08/2018","1,026.00","1,026.00","1,026.00","1,026.00","","0.59%"
"03/07/2018","1,020.00","1,020.00","1,020.00","1,020.00","","0.69%"
"03/06/2018","1,013.00","1,013.00","1,013.00","1,013.00","","0.70%"
"03/05/2018","1,006.00","1,006.00","1,006.00","1,006.00","","0.20%"
"03/02/2018","1,004.00","1,004.00","1,004.00","1,004.00","","1.21%"
"03/01/2018","992.00","992.00","992.00","992.00","","1.95%"
"02/28/2018","973.00","973.00","973.00","973.00","","2.64%"
"02/27/2018","948.00","948.00","948.00","948.00","","3.16%"
"02/26/2018","919.00","919.00","919.00","919.00","","3.03%"
"02/23/2018","892.00","892.00","892.00","892.00","","2.41%"
"02/22/2018","871.00","871.00","871.00","871.00","","1.75%"
"02/21/2018","856.00","856.00","856.00","856.00","","1.06%"
"02/20/2018","847.00","847.00","847.00","847.00","","0.83%"
"02/19/2018","840.00","840.00","840.00","840.00","","0.36%"
"02/16/2018","837.00","837.00","837.00","837.00","","0.60%"
"02/15/2018","832.00","832.00","832.00","832.00","","1.09%"
"02/14/2018","823.00","823.00","823.00","823.00","","0.73%"
"02/13/2018","817.00","817.00","817.00","817.00","","-0.24%"
"02/12/2018","819.00","819.00","819.00","819.00","","-0.73%"
"02/09/2018","825.00","825.00","825.00","825.00","","-0.96%"
"02/08/2018","833.00","833.00","833.00","833.00","","-1.30%"
"02/07/2018","844.00","844.00","844.00","844.00","","-1.52%"
"02/06/2018","857.00","857.00","857.00","857.00","","-0.92%"
"02/05/2018","865.00","865.00","865.00","865.00","","-0.80%"
"02/02/2018","872.00","872.00","872.00","872.00","","-0.57%"
"02/01/2018","877.00","877.00","877.00","877.00","","-0.79%"
"01/31/2018","884.00","884.00","884.00","884.00","","-0.56%"
"01/30/2018","889.00","889.00","889.00","889.00","","-0.67%"
"01/29/2018","895.00","895.00","895.00","895.00","","-0.56%"
"01/26/2018","900.00","900.00","900.00","900.00","","-0.44%"
"01/25/2018","904.00","904.00","904.00","904.00","","-0.44%"
"01/24/2018","908.00","908.00","908.00","908.00","","-0.33%"
"01/23/2018","911.00","911.00","911.00","911.00","","-0.22%"
"01/22/2018","913.00","913.00","913.00","913.00","","0.22%"
"01/19/2018","911.00","911.00","911.00","911.00","","0.11%"
"01/18/2018","910.00","910.00","910.00","910.00","","0.00%"
"01/17/2018","910.00","910.00","910.00","910.00","","0.00%"
"01/16/2018","910.00","910.00","910.00","910.00","","0.22%"
"01/15/2018","908.00","908.00","908.00","908.00","","0.11%"
"01/12/2018","907.00","907.00","907.00","907.00","","0.55%"
"01/11/2018","902.00","902.00","902.00","902.00","","0.45%"
"01/10/2018","898.00","898.00","898.00","898.00","","1.01%"
"01/09/2018","889.00","889.00","889.00","889.00","","0.34%"
"01/08/2018","886.00","886.00","886.00","886.00","","0.23%"
"01/05/2018","884.00","884.00","884.00","884.00","","0.00%"
"01/04/2018","884.00","884.00","884.00","884.00","","-1.12%"
"01/03/2018","894.00","894.00","894.00","894.00","","-0.78%"
"01/02/2018","901.00","901.00","901.00","901.00","","-1.42%"
"12/22/2017","914.00","914.00","914.00","914.00","","-1.19%"
"12/21/2017","925.00","925.00","925.00","925.00","","-0.86%"
"12/20/2017","933.00","933.00","933.00","933.00","","-0.53%"
"12/19/2017","938.00","938.00","938.00","938.00","","-0.53%"
"12/18/2017","943.00","943.00","943.00","943.00","","0.11%"
"12/15/2017","942.00","942.00","942.00","942.00","","-0.21%"
"12/14/2017","944.00","944.00","944.00","944.00","","0.11%"
"12/13/2017","943.00","943.00","943.00","943.00","","0.11%"
"12/12/2017","942.00","942.00","942.00","942.00","","0.32%"
"12/11/2017","939.00","939.00","939.00","939.00","","-0.42%"
"12/08/2017","943.00","943.00","943.00","943.00","","-0.11%"
"12/07/2017","944.00","944.00","944.00","944.00","","-0.11%"
"12/06/2017","945.00","945.00","945.00","945.00","","0.11%"
"12/05/2017","944.00","944.00","944.00","944.00","","0.00%"
"12/04/2017","944.00","944.00","944.00","944.00","","0.00%"
"12/01/2017","944.00","944.00","944.00","944.00","","0.32%"
"11/30/2017","941.00","941.00","941.00","941.00","","0.53%"
"11/29/2017","936.00","936.00","936.00","936.00","","0.75%"
"11/28/2017","929.00","929.00","929.00","929.00","","0.65%"
"11/27/2017","923.00","923.00","923.00","923.00","","0.98%"
"11/24/2017","914.00","914.00","914.00","914.00","","1.67%"
"11/23/2017","899.00","899.00","899.00","899.00","","2.74%"
"11/22/2017","875.00","875.00","875.00","875.00","","2.22%"
"11/21/2017","856.00","856.00","856.00","856.00","","0.71%"
"11/20/2017","850.00","850.00","850.00","850.00","","0.59%"
"11/17/2017","845.00","845.00","845.00","845.00","","-0.47%"
"11/16/2017","849.00","849.00","849.00","849.00","","-1.05%"
"11/15/2017","858.00","858.00","858.00","858.00","","-1.61%"
"11/14/2017","872.00","872.00","872.00","872.00","","-1.80%"
"11/13/2017","888.00","888.00","888.00","888.00","","-2.63%"
"11/10/2017","912.00","912.00","912.00","912.00","","-2.56%"
"11/09/2017","936.00","936.00","936.00","936.00","","-2.60%"
"11/08/2017","961.00","961.00","961.00","961.00","","-2.73%"
"11/07/2017","988.00","988.00","988.00","988.00","","-1.30%"
"11/06/2017","1,001.00","1,001.00","1,001.00","1,001.00","","-1.28%"
"11/03/2017","1,014.00","1,014.00","1,014.00","1,014.00","","-1.27%"
"11/02/2017","1,027.00","1,027.00","1,027.00","1,027.00","","-1.53%"
"11/01/2017","1,043.00","1,043.00","1,043.00","1,043.00","","-1.60%"
"10/31/2017","1,060.00","1,060.00","1,060.00","1,060.00","","-1.94%"
"10/30/2017","1,081.00","1,081.00","1,081.00","1,081.00","","-1.73%"
"10/27/2017","1,100.00","1,100.00","1,100.00","1,100.00","","-1.52%"
"10/26/2017","1,117.00","1,117.00","1,117.00","1,117.00","","-1.06%"
"10/25/2017","1,129.00","1,129.00","1,129.00","1,129.00","","-0.09%"
"10/24/2017","1,130.00","1,130.00","1,130.00","1,130.00","","0.18%"
"10/23/2017","1,128.00","1,128.00","1,128.00","1,128.00","","0.18%"
"10/20/2017","1,126.00","1,126.00","1,126.00","1,126.00","","0.90%"
"10/19/2017","1,116.00","1,116.00","1,116.00","1,116.00","","1.00%"
"10/18/2017","1,105.00","1,105.00","1,105.00","1,105.00","","1.01%"
"10/17/2017","1,094.00","1,094.00","1,094.00","1,094.00","","1.11%"
"10/16/2017","1,082.00","1,082.00","1,082.00","1,082.00","","1.22%"
"10/13/2017","1,069.00","1,069.00","1,069.00","1,069.00","","1.81%"
"10/12/2017","1,050.00","1,050.00","1,050.00","1,050.00","","2.94%"
"10/11/2017","1,020.00","1,020.00","1,020.00","1,020.00","","2.41%"
"10/10/2017","996.00","996.00","996.00","996.00","","1.84%"
"10/09/2017","978.00","978.00","978.00","978.00","","0.72%"
"10/06/2017","971.00","971.00","971.00","971.00","","0.62%"
"10/05/2017","965.00","965.00","965.00","965.00","","-0.31%"
"10/04/2017","968.00","968.00","968.00","968.00","","-1.63%"
"10/03/2017","984.00","984.00","984.00","984.00","","-2.19%"
"10/02/2017","1,006.00","1,006.00","1,006.00","1,006.00","","-1.47%"
"09/29/2017","1,021.00","1,021.00","1,021.00","1,021.00","","-1.92%"
"09/28/2017","1,041.00","1,041.00","1,041.00","1,041.00","","-1.23%"
"09/27/2017","1,054.00","1,054.00","1,054.00","1,054.00","","-1.03%"
"09/26/2017","1,065.00","1,065.00","1,065.00","1,065.00","","-0.28%"
"09/25/2017","1,068.00","1,068.00","1,068.00","1,068.00","","0.66%"
"09/22/2017","1,061.00","1,061.00","1,061.00","1,061.00","","1.05%"
"09/21/2017","1,050.00","1,050.00","1,050.00","1,050.00","","1.65%"
"09/20/2017","1,033.00","1,033.00","1,033.00","1,033.00","","1.57%"
"09/19/2017","1,017.00","1,017.00","1,017.00","1,017.00","","2.01%"
"09/18/2017","997.00","997.00","997.00","997.00","","2.05%"
"09/15/2017","977.00","977.00","977.00","977.00","","2.84%"
"09/14/2017","950.00","950.00","950.00","950.00","","2.93%"
"09/13/2017","923.00","923.00","923.00","923.00","","1.65%"
"09/12/2017","908.00","908.00","908.00","908.00","","1.11%"
"09/11/2017","898.00","898.00","898.00","898.00","","1.13%"
"09/08/2017","888.00","888.00","888.00","888.00","","1.49%"
"09/07/2017","875.00","875.00","875.00","875.00","","0.81%"
"09/06/2017","868.00","868.00","868.00","868.00","","0.58%"
"09/05/2017","863.00","863.00","863.00","863.00","","0.35%"
"09/04/2017","860.00","860.00","860.00","860.00","","0.47%"
"09/01/2017","856.00","856.00","856.00","856.00","","0.35%"
"08/31/2017","853.00","853.00","853.00","853.00","","0.24%"
"08/30/2017","851.00","851.00","851.00","851.00","","0.35%"
"08/29/2017","848.00","848.00","848.00","848.00","","0.36%"
"08/25/2017","845.00","845.00","845.00","845.00","","0.60%"
"08/24/2017","840.00","840.00","840.00","840.00","","0.84%"
"08/23/2017","833.00","833.00","833.00","833.00","","1.09%"
"08/22/2017","824.00","824.00","824.00","824.00","","0.86%"
"08/21/2017","817.00","817.00","817.00","817.00","","1.36%"
"08/18/2017","806.00","806.00","806.00","806.00","","1.90%"
"08/17/2017","791.00","791.00","791.00","791.00","","1.93%"
"08/16/2017","776.00","776.00","776.00","776.00","","1.44%"
"08/15/2017","765.00","765.00","765.00","765.00","","0.66%"
"08/14/2017","760.00","760.00","760.00","760.00","","0.13%"
"08/11/2017","759.00","759.00","759.00","759.00","","0.40%"
"08/10/2017","756.00","756.00","756.00","756.00","","0.00%"
"08/09/2017","756.00","756.00","756.00","756.00","","-0.40%"
"08/08/2017","759.00","759.00","759.00","759.00","","-0.39%"
"08/07/2017","762.00","762.00","762.00","762.00","","-0.26%"
"08/04/2017","764.00","764.00","764.00","764.00","","-0.39%"
"08/03/2017","767.00","767.00","767.00","767.00","","-0.65%"
"08/02/2017","772.00","772.00","772.00","772.00","","-0.90%"
"08/01/2017","779.00","779.00","779.00","779.00","","-0.51%"
"07/31/2017","783.00","783.00","783.00","783.00","","-0.76%"
"07/28/2017","789.00","789.00","789.00","789.00","","-1.13%"
"07/27/2017","798.00","798.00","798.00","798.00","","-1.12%"
"07/26/2017","807.00","807.00","807.00","807.00","","-0.74%"
"07/25/2017","813.00","813.00","813.00","813.00","","-0.12%"
"07/24/2017","814.00","814.00","814.00","814.00","","0.25%"
