date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint26,Bering Strait,2,1,0,0,0,3,3,72843,0,0,0,0,72843,72843,68476
2019-01-02,2019,1,2,chokepoint26,Bering Strait,1,2,0,0,2,3,5,39532,72870,0,0,39578,112402,151980,68479
2019-01-03,2019,1,3,chokepoint26,Bering Strait,0,1,0,0,3,1,4,0,38992,0,0,201686,38992,240679,68482
2019-01-04,2019,1,4,chokepoint26,Bering Strait,0,1,0,0,0,1,1,0,76176,0,0,0,76176,76176,68484
2019-01-05,2019,1,5,chokepoint26,Bering Strait,0,1,0,0,2,1,3,0,47891,0,0,27828,47891,75720,68489
2019-01-06,2019,1,6,chokepoint26,Bering Strait,0,2,0,1,0,3,3,0,94192,0,3040,0,97232,97232,68492
2019-01-07,2019,1,7,chokepoint26,Bering Strait,1,0,1,1,1,3,4,85,0,182,6617,49515,6886,56401,68495
2019-01-08,2019,1,8,chokepoint26,Bering Strait,0,2,1,0,1,3,4,0,55776,5570,0,31714,61346,93061,68498
2019-01-09,2019,1,9,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68501
2019-01-10,2019,1,10,chokepoint26,Bering Strait,1,1,1,0,1,3,4,1165,20549,0,0,12507,21714,34221,68504
2019-01-11,2019,1,11,chokepoint26,Bering Strait,1,1,0,0,1,2,3,18765,48270,0,0,291,67036,67327,68507
2019-01-12,2019,1,12,chokepoint26,Bering Strait,1,0,0,0,2,1,3,20667,0,0,0,4771,20667,25438,68510
2019-01-13,2019,1,13,chokepoint26,Bering Strait,0,1,0,0,0,1,1,0,0,0,0,0,0,0,68513
2019-01-14,2019,1,14,chokepoint26,Bering Strait,1,1,0,0,0,2,2,42151,141806,0,0,0,183958,183958,68516
2019-01-15,2019,1,15,chokepoint26,Bering Strait,1,0,1,0,0,2,2,0,0,1809,0,0,1809,1809,68519
2019-01-16,2019,1,16,chokepoint26,Bering Strait,1,0,2,1,1,4,5,0,0,14969,0,84795,14969,99765,68522
2019-01-17,2019,1,17,chokepoint26,Bering Strait,2,0,0,0,0,2,2,33988,0,0,0,0,33988,33988,68525
2019-01-18,2019,1,18,chokepoint26,Bering Strait,0,1,0,0,0,1,1,0,37814,0,0,0,37814,37814,68528
2019-01-19,2019,1,19,chokepoint26,Bering Strait,1,2,0,0,0,3,3,63172,85130,0,0,0,148303,148303,68531
2019-01-20,2019,1,20,chokepoint26,Bering Strait,0,1,1,0,0,2,2,0,54291,1440,0,0,55732,55732,68534
2019-01-21,2019,1,21,chokepoint26,Bering Strait,0,0,0,1,1,1,2,0,0,0,0,50666,0,50666,68536
2019-01-22,2019,1,22,chokepoint26,Bering Strait,0,1,0,0,0,1,1,0,73770,0,0,0,73770,73770,68539
2019-01-23,2019,1,23,chokepoint26,Bering Strait,0,0,0,0,1,0,1,0,0,0,0,44320,0,44320,68542
2019-01-24,2019,1,24,chokepoint26,Bering Strait,1,1,0,0,2,2,4,40170,0,0,0,0,40170,40170,68545
2019-01-25,2019,1,25,chokepoint26,Bering Strait,1,1,2,2,0,6,6,31271,17589,1178,3272,0,53311,53311,68548
2019-01-26,2019,1,26,chokepoint26,Bering Strait,3,1,1,1,1,6,7,83555,0,42193,0,0,125748,125748,68551
2019-01-27,2019,1,27,chokepoint26,Bering Strait,1,4,0,0,1,5,6,20883,147403,0,0,51421,168287,219708,68554
2019-01-28,2019,1,28,chokepoint26,Bering Strait,1,2,1,0,0,4,4,5740,43096,674,0,0,49511,49511,68557
2019-01-29,2019,1,29,chokepoint26,Bering Strait,2,1,2,0,0,5,5,53205,86138,2414,0,0,141759,141759,68560
2019-01-30,2019,1,30,chokepoint26,Bering Strait,0,0,0,0,2,0,2,0,0,0,0,291,0,291,68563
2019-01-31,2019,1,31,chokepoint26,Bering Strait,1,2,1,1,0,5,5,35266,266010,1540,0,0,302817,302817,68566
2019-02-01,2019,2,1,chokepoint26,Bering Strait,1,2,0,0,2,3,5,68441,81659,0,0,43680,150101,193782,68569
2019-02-02,2019,2,2,chokepoint26,Bering Strait,1,3,0,0,1,4,5,31053,116660,0,0,44424,147713,192138,68572
2019-02-03,2019,2,3,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68575
2019-02-04,2019,2,4,chokepoint26,Bering Strait,1,1,0,0,0,2,2,85412,33360,0,0,0,118773,118773,68578
2019-02-05,2019,2,5,chokepoint26,Bering Strait,3,2,1,0,1,6,7,50885,34530,763,0,41287,86179,127466,68581
2019-02-06,2019,2,6,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68584
2019-02-07,2019,2,7,chokepoint26,Bering Strait,0,1,0,0,2,1,3,0,56181,0,0,58853,56181,115034,68586
2019-02-08,2019,2,8,chokepoint26,Bering Strait,1,1,0,0,0,2,2,0,67338,0,0,0,67338,67338,68588
2019-02-09,2019,2,9,chokepoint26,Bering Strait,2,2,0,1,0,5,5,52246,0,0,0,0,52246,52246,68591
2019-02-10,2019,2,10,chokepoint26,Bering Strait,1,1,1,0,2,3,5,29143,35316,4631,0,299290,69091,368381,68594
2019-02-11,2019,2,11,chokepoint26,Bering Strait,0,1,0,0,1,1,2,0,27722,0,0,3302,27722,31024,68597
2019-02-12,2019,2,12,chokepoint26,Bering Strait,2,0,1,2,1,5,6,6928,0,2114,0,8029,9042,17072,68600
2019-02-13,2019,2,13,chokepoint26,Bering Strait,0,1,0,0,0,1,1,0,50373,0,0,0,50373,50373,68603
2019-02-14,2019,2,14,chokepoint26,Bering Strait,0,1,0,2,0,3,3,0,52667,0,0,0,52667,52667,68606
2019-02-15,2019,2,15,chokepoint26,Bering Strait,0,1,0,0,1,1,2,0,0,0,0,8029,0,8029,68609
2019-02-16,2019,2,16,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68612
2019-02-17,2019,2,17,chokepoint26,Bering Strait,0,1,1,0,0,2,2,0,78133,1649,0,0,79783,79783,68615
2019-02-18,2019,2,18,chokepoint26,Bering Strait,1,0,0,1,0,2,2,50687,0,0,0,0,50687,50687,68618
2019-02-19,2019,2,19,chokepoint26,Bering Strait,0,0,1,0,0,1,1,0,0,182,0,0,182,182,68621
2019-02-20,2019,2,20,chokepoint26,Bering Strait,2,1,1,0,0,4,4,39594,48049,19,0,0,87663,87663,68624
2019-02-21,2019,2,21,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68627
2019-02-22,2019,2,22,chokepoint26,Bering Strait,0,2,0,0,0,2,2,0,37016,0,0,0,37016,37016,68630
2019-02-23,2019,2,23,chokepoint26,Bering Strait,1,1,0,0,1,2,3,31509,46828,0,0,0,78338,78338,68633
2019-02-24,2019,2,24,chokepoint26,Bering Strait,0,0,1,0,0,1,1,0,0,1088,0,0,1088,1088,68636
2019-02-25,2019,2,25,chokepoint26,Bering Strait,0,1,1,0,0,2,2,0,0,691,0,0,691,691,68638
2019-02-26,2019,2,26,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68640
2019-02-27,2019,2,27,chokepoint26,Bering Strait,0,1,0,0,0,1,1,0,35794,0,0,0,35794,35794,68643
2019-02-28,2019,2,28,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68646
2019-03-01,2019,3,1,chokepoint26,Bering Strait,0,1,0,0,1,1,2,0,0,0,0,0,0,0,68649
