date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020-06-19,2020,6,19,chokepoint10,Oresund Strait,11,11,38,3,8,63,71,18057,55971,60189,2203,10667,136421,147088,24278
2019-05-16,2019,5,16,chokepoint10,Oresund Strait,10,3,33,8,9,54,63,28051,0,44739,16113,10165,88905,99070,24380
2019-05-17,2019,5,17,chokepoint10,Oresund Strait,4,4,32,5,14,45,59,8499,4474,57435,657,71671,71067,142739,24405
2019-05-18,2019,5,18,chokepoint10,Oresund Strait,10,7,26,1,11,44,55,23639,38169,45322,515,28493,107647,136140,24406
2019-05-19,2019,5,19,chokepoint10,Oresund Strait,7,7,27,3,20,44,64,21500,32281,38584,0,38018,92366,130385,24407
2019-05-20,2019,5,20,chokepoint10,Oresund Strait,4,7,26,9,10,46,56,7757,35842,43951,7842,26032,95393,121426,24408
2019-05-21,2019,5,21,chokepoint10,Oresund Strait,5,8,21,6,9,40,49,7269,77722,26844,3405,38344,115241,153585,24409
2019-05-22,2019,5,22,chokepoint10,Oresund Strait,7,4,27,3,14,41,55,11101,7263,38348,2473,32711,59187,91899,24410
2019-05-23,2019,5,23,chokepoint10,Oresund Strait,8,5,31,4,11,48,59,15834,7275,39382,5995,11445,68487,79933,24411
2019-05-24,2019,5,24,chokepoint10,Oresund Strait,10,5,24,4,16,43,59,9879,0,41830,3033,26396,54743,81139,24412
2019-05-25,2019,5,25,chokepoint10,Oresund Strait,10,7,22,4,16,43,59,24952,5270,38682,1343,24185,70248,94433,24413
2019-05-26,2019,5,26,chokepoint10,Oresund Strait,8,4,29,6,11,47,58,16502,0,53909,536,18951,70948,89900,24414
2019-05-27,2019,5,27,chokepoint10,Oresund Strait,6,8,25,8,9,47,56,7654,20094,33556,13354,19612,74659,94272,24415
2019-05-28,2019,5,28,chokepoint10,Oresund Strait,7,5,32,7,9,51,60,11568,0,44643,5063,13984,61275,75259,24416
2019-05-29,2019,5,29,chokepoint10,Oresund Strait,8,5,31,3,8,47,55,16639,0,38552,1817,16185,57009,73194,24417
2019-05-30,2019,5,30,chokepoint10,Oresund Strait,12,4,31,4,13,51,64,26548,4059,55664,7752,25552,94025,119577,24418
2019-05-31,2019,5,31,chokepoint10,Oresund Strait,5,9,24,1,16,39,55,14312,16133,34646,0,27984,65092,93077,24419
2020-06-20,2020,6,20,chokepoint10,Oresund Strait,8,9,34,2,12,53,65,17224,8598,53946,0,11361,79769,91131,24454
2019-06-01,2019,6,1,chokepoint10,Oresund Strait,10,5,27,5,14,47,61,29080,3541,38873,7246,35000,78742,113742,24508
2019-06-02,2019,6,2,chokepoint10,Oresund Strait,12,7,25,7,8,51,59,20653,25333,48055,6908,23143,100950,124094,24841
2019-06-03,2019,6,3,chokepoint10,Oresund Strait,8,4,22,6,14,40,54,19065,0,33979,3466,11148,56511,67660,24843
2019-06-04,2019,6,4,chokepoint10,Oresund Strait,7,9,22,4,13,42,55,11811,13786,38871,933,32087,65402,97489,24845
2020-06-21,2020,6,21,chokepoint10,Oresund Strait,4,5,26,3,11,38,49,14669,3896,51075,2617,21070,72259,93329,24846
2020-06-22,2020,6,22,chokepoint10,Oresund Strait,3,6,29,8,9,46,55,6245,35007,55159,2739,5972,99151,105123,24847
2020-06-23,2020,6,23,chokepoint10,Oresund Strait,9,3,32,2,6,46,52,12261,33287,42943,1006,13346,89498,102845,24848
2020-06-24,2020,6,24,chokepoint10,Oresund Strait,8,5,29,4,14,46,60,16037,47275,42438,3936,23817,109688,133506,24849
2019-06-05,2019,6,5,chokepoint10,Oresund Strait,2,4,18,3,18,27,45,1388,0,21017,2491,72312,24897,97210,24850
2020-06-25,2020,6,25,chokepoint10,Oresund Strait,2,8,25,3,11,38,49,2436,35273,31755,4063,13853,73529,87382,24851
2019-06-06,2019,6,6,chokepoint10,Oresund Strait,7,8,25,5,9,45,54,12310,1903,36093,8319,26020,58627,84647,24853
2020-06-26,2020,6,26,chokepoint10,Oresund Strait,10,5,38,3,14,56,70,23577,34987,57143,2438,31316,118146,149462,24854
2019-06-07,2019,6,7,chokepoint10,Oresund Strait,7,5,37,5,15,54,69,13786,15699,74791,7209,34215,111486,145701,24856
2020-06-27,2020,6,27,chokepoint10,Oresund Strait,6,6,45,2,10,59,69,13746,10052,68804,0,71020,92603,163624,24857
2019-06-08,2019,6,8,chokepoint10,Oresund Strait,8,2,31,1,12,42,54,17696,0,59139,1671,11348,78507,89856,24859
2020-06-28,2020,6,28,chokepoint10,Oresund Strait,8,14,25,4,13,51,64,24514,7692,57358,0,25623,89565,115189,24860
2019-06-09,2019,6,9,chokepoint10,Oresund Strait,7,7,30,5,10,49,59,13913,18605,44874,5497,12732,82890,95622,24862
