date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint11,Taiwan Strait,90,59,21,10,71,180,251,1888335,1929838,137605,15769,1099978,3971548,5071527,27451
2019-01-02,2019,1,2,chokepoint11,Taiwan Strait,98,68,24,7,67,197,264,2000779,2701141,108975,4335,1088934,4815231,5904166,27452
2019-01-03,2019,1,3,chokepoint11,Taiwan Strait,92,60,36,5,53,193,246,1761998,2220854,221187,2549,447454,4206589,4654043,27453
2019-01-04,2019,1,4,chokepoint11,Taiwan Strait,73,56,36,6,68,171,239,1311972,1793245,205917,4899,1115689,3316034,4431723,27454
2019-01-05,2019,1,5,chokepoint11,Taiwan Strait,84,71,34,9,71,198,269,1573382,2498326,181499,17745,1305485,4270955,5576441,27455
2019-01-06,2019,1,6,chokepoint11,Taiwan Strait,82,48,37,6,51,173,224,1192605,1794106,224560,8342,746832,3219615,3966448,27456
2019-01-07,2019,1,7,chokepoint11,Taiwan Strait,86,65,27,7,74,185,259,1687247,2211597,102152,10878,943728,4011877,4955605,27457
2019-01-08,2019,1,8,chokepoint11,Taiwan Strait,101,69,22,10,59,202,261,2049075,2821380,111786,32030,1007789,5014273,6022062,27458
2019-01-09,2019,1,9,chokepoint11,Taiwan Strait,63,53,27,4,53,147,200,1245058,2153948,151956,8450,712238,3559415,4271654,27459
2019-01-10,2019,1,10,chokepoint11,Taiwan Strait,83,59,26,10,65,178,243,1480859,2083384,124983,16311,635885,3705539,4341424,27460
2019-01-11,2019,1,11,chokepoint11,Taiwan Strait,89,66,34,4,74,193,267,1704718,2626759,195936,11079,1302295,4538493,5840788,27461
2019-01-12,2019,1,12,chokepoint11,Taiwan Strait,72,75,37,5,74,189,263,1365181,2994471,155315,9090,1026848,4524057,5550906,27462
2019-01-13,2019,1,13,chokepoint11,Taiwan Strait,102,69,27,10,66,208,274,1734448,2799484,183834,18059,762593,4735826,5498420,27463
2019-01-14,2019,1,14,chokepoint11,Taiwan Strait,91,71,28,11,65,201,266,1938689,2229440,171095,15405,789587,4354630,5144218,27464
2019-01-15,2019,1,15,chokepoint11,Taiwan Strait,90,58,23,5,69,176,245,1630533,1723287,118462,0,739571,3472283,4211854,27465
2019-01-16,2019,1,16,chokepoint11,Taiwan Strait,82,46,19,4,48,151,199,1617188,2004872,101563,6492,545594,3730117,4275711,27466
2019-01-17,2019,1,17,chokepoint11,Taiwan Strait,80,43,39,8,51,170,221,1204606,1503629,184502,26365,572080,2919103,3491184,27467
2019-01-18,2019,1,18,chokepoint11,Taiwan Strait,83,63,30,7,64,183,247,1869147,2132845,111612,20525,1177011,4134132,5311144,27468
2019-01-19,2019,1,19,chokepoint11,Taiwan Strait,94,70,26,9,80,199,279,1587950,2736259,130578,5759,1059888,4460547,5520436,27469
2019-01-20,2019,1,20,chokepoint11,Taiwan Strait,76,79,24,4,54,183,237,1668803,3233418,126026,2950,1018595,5031199,6049794,27470
2019-01-21,2019,1,21,chokepoint11,Taiwan Strait,94,61,32,11,64,198,262,1983768,2131025,143420,33765,991073,4291979,5283053,27471
2019-01-22,2019,1,22,chokepoint11,Taiwan Strait,109,67,37,2,53,215,268,2073001,2746836,170176,3151,589631,4993166,5582798,27472
2019-01-23,2019,1,23,chokepoint11,Taiwan Strait,74,58,25,8,65,165,230,1139263,2152711,142662,12522,914687,3447159,4361847,27473
2019-01-24,2019,1,24,chokepoint11,Taiwan Strait,92,62,29,6,69,189,258,1756052,2211132,145892,5665,1163801,4118742,5282544,27474
2019-01-25,2019,1,25,chokepoint11,Taiwan Strait,69,58,38,5,63,170,233,1477575,2313211,210137,16239,1136452,4017165,5153618,27475
2019-01-26,2019,1,26,chokepoint11,Taiwan Strait,61,62,24,5,68,152,220,1094406,2440860,148987,7883,976116,3692138,4668255,27476
2019-01-27,2019,1,27,chokepoint11,Taiwan Strait,92,63,28,10,64,193,257,1641428,2406128,114722,14557,811642,4176837,4988480,27477
2019-01-28,2019,1,28,chokepoint11,Taiwan Strait,94,75,29,2,57,200,257,1432944,2840496,99528,2513,1134821,4375483,5510304,27478
2019-01-29,2019,1,29,chokepoint11,Taiwan Strait,93,59,41,6,62,199,261,1535714,2092096,185765,18264,627909,3831839,4459749,27479
2019-01-30,2019,1,30,chokepoint11,Taiwan Strait,90,74,25,8,99,197,296,1984696,3076452,99871,13893,1478534,5174914,6653449,27480
2019-01-31,2019,1,31,chokepoint11,Taiwan Strait,71,72,23,8,60,174,234,1405780,2622673,146242,20717,1293173,4195412,5488585,27481
2019-02-01,2019,2,1,chokepoint11,Taiwan Strait,70,56,27,3,55,156,211,1668152,2523858,139641,2540,679185,4334192,5013378,27482
2019-02-02,2019,2,2,chokepoint11,Taiwan Strait,78,64,22,10,74,174,248,1264365,2617167,70875,14507,849101,3966915,4816017,27483
2019-02-03,2019,2,3,chokepoint11,Taiwan Strait,67,55,22,6,66,150,216,1427662,2123935,80848,11994,913819,3644441,4558261,27484
2019-02-04,2019,2,4,chokepoint11,Taiwan Strait,72,66,21,8,62,167,229,1299422,2478990,105709,16331,1376324,3900454,5276779,27485
2019-02-05,2019,2,5,chokepoint11,Taiwan Strait,80,62,21,5,69,168,237,1879707,2377381,90807,28284,653739,4376180,5029920,27486
2019-02-06,2019,2,6,chokepoint11,Taiwan Strait,87,65,16,5,57,173,230,1508150,2655509,115708,12395,752786,4291763,5044549,27487
2019-02-07,2019,2,7,chokepoint11,Taiwan Strait,63,55,16,3,55,137,192,1181552,2292695,107694,4197,1144592,3586139,4730732,27488
2019-02-08,2019,2,8,chokepoint11,Taiwan Strait,53,44,22,5,66,124,190,1277554,1047524,107991,11786,667796,2444856,3112653,27489
2019-02-09,2019,2,9,chokepoint11,Taiwan Strait,60,47,22,4,56,133,189,1573684,1788119,153515,6196,713257,3521515,4234773,27490
2019-02-10,2019,2,10,chokepoint11,Taiwan Strait,68,47,19,6,51,140,191,1235161,2066637,115516,2858,361746,3420173,3781920,27491
2019-02-11,2019,2,11,chokepoint11,Taiwan Strait,72,53,20,5,59,150,209,1832522,2106118,73567,4331,425733,4016540,4442273,27492
2019-02-12,2019,2,12,chokepoint11,Taiwan Strait,70,60,24,6,70,160,230,1700418,2173296,78129,10725,776565,3962569,4739135,27493
2019-02-13,2019,2,13,chokepoint11,Taiwan Strait,65,70,24,6,49,165,214,1305178,2856096,128668,10572,1196422,4300516,5496939,27494
2019-02-14,2019,2,14,chokepoint11,Taiwan Strait,55,75,26,7,52,163,215,873860,2451829,125804,10775,625622,3462269,4087892,27495
2019-02-15,2019,2,15,chokepoint11,Taiwan Strait,57,61,19,6,74,143,217,1060718,2324251,70155,9137,1041790,3464262,4506053,27496
2019-02-16,2019,2,16,chokepoint11,Taiwan Strait,77,67,32,9,64,185,249,1240621,2502318,151127,15954,973754,3910022,4883776,27497
2019-02-17,2019,2,17,chokepoint11,Taiwan Strait,69,50,20,7,53,146,199,1010540,1742977,100407,11070,553604,2864996,3418601,27498
2019-02-18,2019,2,18,chokepoint11,Taiwan Strait,74,73,27,7,71,181,252,1181672,2637472,178050,20111,1108744,4017306,5126051,27499
2019-02-19,2019,2,19,chokepoint11,Taiwan Strait,75,69,25,3,71,172,243,1194835,2658741,152045,4889,778614,4010511,4789126,27500
2019-02-20,2019,2,20,chokepoint11,Taiwan Strait,68,57,34,2,72,161,233,1245372,2429533,164047,4545,1425976,3843499,5269476,27501
2019-02-21,2019,2,21,chokepoint11,Taiwan Strait,79,53,28,6,58,166,224,1372808,1743679,115813,11371,988143,3243672,4231816,27502
2019-02-22,2019,2,22,chokepoint11,Taiwan Strait,79,70,20,5,67,174,241,1438822,2216959,129661,8996,935732,3794439,4730172,27503
2019-02-23,2019,2,23,chokepoint11,Taiwan Strait,78,43,23,7,62,151,213,1474743,1831606,84180,10239,715612,3400770,4116382,27504
2019-02-24,2019,2,24,chokepoint11,Taiwan Strait,78,48,31,9,57,166,223,1432617,1384977,179675,22990,649337,3020260,3669598,27505
2019-02-25,2019,2,25,chokepoint11,Taiwan Strait,81,65,32,4,68,182,250,1956677,2471794,170084,8072,679448,4606629,5286077,27506
2019-02-26,2019,2,26,chokepoint11,Taiwan Strait,83,58,31,7,67,179,246,1588293,2230991,146796,10935,1090173,3977016,5067190,27507
2019-02-27,2019,2,27,chokepoint11,Taiwan Strait,90,73,32,4,65,199,264,1575427,2387892,174711,9719,1432204,4147750,5579954,27508
2019-02-28,2019,2,28,chokepoint11,Taiwan Strait,77,59,29,5,62,170,232,1468759,2261245,160806,8980,605444,3899790,4505235,27509
2019-03-01,2019,3,1,chokepoint11,Taiwan Strait,68,65,29,7,66,169,235,1524235,3278120,207067,16878,843183,5026302,5869485,27510
2019-03-02,2019,3,2,chokepoint11,Taiwan Strait,77,65,45,6,59,193,252,1390099,2399055,245984,25753,986219,4060892,5047112,27511
2019-03-03,2019,3,3,chokepoint11,Taiwan Strait,90,72,36,12,61,210,271,1370503,2699877,217571,16264,1066965,4304216,5371182,27512
2019-03-04,2019,3,4,chokepoint11,Taiwan Strait,92,71,33,7,66,203,269,2057065,2755605,127050,7889,830756,4947610,5778367,27513
2019-03-05,2019,3,5,chokepoint11,Taiwan Strait,81,45,32,6,56,164,220,1678392,2176678,223559,23429,700115,4102060,4802175,27514
2019-03-06,2019,3,6,chokepoint11,Taiwan Strait,82,62,31,9,57,184,241,1387281,2359975,174473,30210,928170,3951941,4880111,27515
2019-03-07,2019,3,7,chokepoint11,Taiwan Strait,86,55,20,6,38,167,205,1833029,2162347,102490,9471,823879,4107339,4931218,27516
2019-03-08,2019,3,8,chokepoint11,Taiwan Strait,65,44,33,5,65,147,212,1319535,2126260,169042,1878,869972,3616717,4486690,27517
2019-03-09,2019,3,9,chokepoint11,Taiwan Strait,84,75,19,10,86,188,274,1509227,2996881,104310,14367,1226241,4624787,5851028,27518
2019-03-10,2019,3,10,chokepoint11,Taiwan Strait,78,59,40,7,48,184,232,1399183,2147423,238367,18105,513557,3803080,4316637,27519
2019-03-11,2019,3,11,chokepoint11,Taiwan Strait,100,68,33,2,68,203,271,2072551,3072413,197830,1148,753312,5343944,6097257,27520
2019-03-12,2019,3,12,chokepoint11,Taiwan Strait,101,72,36,4,60,213,273,2065355,2786036,181973,9272,584272,5042637,5626909,27521
2019-03-13,2019,3,13,chokepoint11,Taiwan Strait,83,65,31,9,55,188,243,1664727,2586403,182336,20494,818448,4453962,5272410,27522
2019-03-14,2019,3,14,chokepoint11,Taiwan Strait,85,59,32,9,58,185,243,1531792,1620105,162792,9608,887855,3324299,4212155,27523
2019-03-15,2019,3,15,chokepoint11,Taiwan Strait,71,65,23,9,70,168,238,1449458,1918824,151367,34754,751837,3554405,4306242,27524
2019-03-16,2019,3,16,chokepoint11,Taiwan Strait,79,55,27,9,55,170,225,1536838,2305615,166823,14767,737837,4024044,4761882,27525
2019-03-17,2019,3,17,chokepoint11,Taiwan Strait,97,56,24,7,62,184,246,1592497,2380287,136872,5947,705991,4115605,4821597,27526
2019-03-18,2019,3,18,chokepoint11,Taiwan Strait,101,54,38,5,65,198,263,2138339,2041217,226952,5118,1044077,4411628,5455705,27527
2019-03-19,2019,3,19,chokepoint11,Taiwan Strait,87,68,33,6,55,194,249,1953461,2636436,158394,22443,442190,4770734,5212924,27528
2019-03-20,2019,3,20,chokepoint11,Taiwan Strait,85,65,38,3,62,191,253,1440268,3146514,192175,8665,725989,4787623,5513612,27529
2019-03-21,2019,3,21,chokepoint11,Taiwan Strait,76,63,41,6,74,186,260,1459893,3178440,228148,11606,734893,4878089,5612983,27530
2019-03-22,2019,3,22,chokepoint11,Taiwan Strait,85,49,35,9,53,178,231,1654816,1637199,202490,11334,522966,3505840,4028807,27531
2019-03-23,2019,3,23,chokepoint11,Taiwan Strait,80,46,19,5,54,150,204,1493148,1565361,83283,6372,551675,3148165,3699840,27532
2019-03-24,2019,3,24,chokepoint11,Taiwan Strait,90,46,40,5,71,181,252,2097655,1537607,159354,10133,1028380,3804751,4833131,27533
2019-03-25,2019,3,25,chokepoint11,Taiwan Strait,87,62,28,8,62,185,247,1665779,2461341,134833,10555,963143,4272511,5235654,27534
2019-03-26,2019,3,26,chokepoint11,Taiwan Strait,104,47,29,8,66,188,254,2025572,1889724,165444,7916,514971,4088658,4603630,27535
2019-03-27,2019,3,27,chokepoint11,Taiwan Strait,97,69,21,6,53,193,246,1811558,2415610,180746,11935,486288,4419850,4906139,27536
2019-03-28,2019,3,28,chokepoint11,Taiwan Strait,68,58,41,8,65,175,240,1336208,2347844,236256,20220,719807,3940530,4660337,27537
2019-03-29,2019,3,29,chokepoint11,Taiwan Strait,83,58,32,5,73,178,251,1758584,1889562,195342,15443,1061851,3858932,4920784,27538
2019-03-30,2019,3,30,chokepoint11,Taiwan Strait,98,56,26,5,69,185,254,1813578,1679947,168533,8973,1402233,3671033,5073266,27539
2019-03-31,2019,3,31,chokepoint11,Taiwan Strait,73,51,27,8,63,159,222,1526138,2047644,123301,10532,738997,3707616,4446614,27540
2019-04-01,2019,4,1,chokepoint11,Taiwan Strait,92,60,31,8,54,191,245,2232152,2191902,166786,22356,777714,4613197,5390911,27541
2019-04-02,2019,4,2,chokepoint11,Taiwan Strait,83,61,41,3,58,188,246,1362276,2129440,204645,8679,796370,3705041,4501411,27542
2019-04-03,2019,4,3,chokepoint11,Taiwan Strait,93,61,36,8,55,198,253,1773067,2236181,231593,14263,378647,4255105,4633752,27543
2019-04-04,2019,4,4,chokepoint11,Taiwan Strait,96,74,34,11,68,215,283,2006075,2909929,131223,31083,858600,5078312,5936913,27544
2019-04-05,2019,4,5,chokepoint11,Taiwan Strait,81,71,31,7,71,190,261,1904188,2933498,145090,17794,821009,5000572,5821582,27545
2019-04-06,2019,4,6,chokepoint11,Taiwan Strait,70,50,34,10,61,164,225,1493247,1638547,171164,25725,696357,3328685,4025042,27546
2019-04-07,2019,4,7,chokepoint11,Taiwan Strait,89,63,29,6,69,187,256,1779749,2744677,150608,18132,593165,4693169,5286334,27547
2019-04-08,2019,4,8,chokepoint11,Taiwan Strait,103,53,29,9,65,194,259,1871249,2285611,169778,22083,896865,4348721,5245587,27548
2019-04-09,2019,4,9,chokepoint11,Taiwan Strait,85,66,26,2,54,179,233,1602752,2556301,119050,0,1057712,4278104,5335817,27549
2019-04-10,2019,4,10,chokepoint11,Taiwan Strait,87,49,27,5,56,168,224,1679074,1943338,130769,9849,515007,3763032,4278039,27550
2019-04-11,2019,4,11,chokepoint11,Taiwan Strait,79,47,30,5,58,161,219,1762456,1436863,171131,3078,407762,3373531,3781293,27551
2019-04-12,2019,4,12,chokepoint11,Taiwan Strait,84,67,34,8,50,193,243,1952232,3094370,216132,16529,394621,5279264,5673885,27552
2019-04-13,2019,4,13,chokepoint11,Taiwan Strait,79,73,33,9,70,194,264,1336264,2601679,142497,23778,1190518,4104219,5294738,27553
2019-04-14,2019,4,14,chokepoint11,Taiwan Strait,96,61,31,9,63,197,260,1621587,2631207,146023,22258,829518,4421077,5250596,27554
2019-04-15,2019,4,15,chokepoint11,Taiwan Strait,93,67,22,5,72,187,259,2079179,2288288,149911,10865,674935,4528243,5203178,27555
2019-04-16,2019,4,16,chokepoint11,Taiwan Strait,99,67,25,3,63,194,257,2081177,2902086,153235,4136,1320688,5140636,6461324,27556
2019-04-17,2019,4,17,chokepoint11,Taiwan Strait,98,71,36,11,65,216,281,1935662,2736296,199667,18943,983431,4890570,5874001,27557
2019-04-18,2019,4,18,chokepoint11,Taiwan Strait,89,67,24,6,73,186,259,1812777,2338412,144813,14980,755044,4310983,5066028,27558
2019-04-19,2019,4,19,chokepoint11,Taiwan Strait,78,67,37,5,60,187,247,1858735,2225226,191885,3757,786716,4279605,5066322,27559
2019-04-20,2019,4,20,chokepoint11,Taiwan Strait,76,79,30,5,75,190,265,1661364,2515399,240170,8926,923823,4425860,5349684,27560
