date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020-11-16,2020,11,16,chokepoint20,Makassar Strait,2,46,3,0,9,51,60,13729,2808805,6079,0,129028,2828614,2957643,52401
2019-10-13,2019,10,13,chokepoint20,Makassar Strait,3,54,3,0,5,60,65,30689,3585356,26341,0,54926,3642387,3697314,52404
2020-11-17,2020,11,17,chokepoint20,Makassar Strait,2,45,1,0,5,48,53,17810,3062497,298,0,20267,3080606,3100874,52406
2019-10-14,2019,10,14,chokepoint20,Makassar Strait,1,31,2,0,5,34,39,8549,1033951,19792,0,20718,1062292,1083011,52408
2020-11-18,2020,11,18,chokepoint20,Makassar Strait,1,37,0,0,1,38,39,0,1118920,0,0,848,1118920,1119768,52410
2019-10-15,2019,10,15,chokepoint20,Makassar Strait,1,50,3,1,2,55,57,21380,2383973,23072,0,2868,2428426,2431295,52412
2020-11-19,2020,11,19,chokepoint20,Makassar Strait,2,42,3,0,5,47,52,31877,2672978,3071,0,104467,2707928,2812396,52414
2019-10-16,2019,10,16,chokepoint20,Makassar Strait,2,37,2,0,4,41,45,23791,1318183,17285,0,67702,1359260,1426963,52416
2020-11-20,2020,11,20,chokepoint20,Makassar Strait,1,48,1,0,9,50,59,22220,2452496,4675,0,44355,2479392,2523747,52418
2019-10-17,2019,10,17,chokepoint20,Makassar Strait,1,36,0,1,4,38,42,921,2274108,0,0,29579,2275029,2304609,52420
2020-11-21,2020,11,21,chokepoint20,Makassar Strait,1,40,2,0,7,43,50,17630,3503114,0,0,60452,3520744,3581197,52422
2019-10-18,2019,10,18,chokepoint20,Makassar Strait,2,49,6,1,9,58,67,27635,2530468,10591,0,10335,2568695,2579031,52424
2020-11-22,2020,11,22,chokepoint20,Makassar Strait,3,32,1,0,7,36,43,21704,1691127,3272,0,21408,1716104,1737513,52426
2019-10-19,2019,10,19,chokepoint20,Makassar Strait,2,46,1,0,6,49,55,21794,3336423,298,0,53196,3358516,3411713,52428
2020-11-23,2020,11,23,chokepoint20,Makassar Strait,2,40,3,0,8,45,53,15841,2507404,4433,0,97338,2527679,2625017,52430
2019-10-20,2019,10,20,chokepoint20,Makassar Strait,2,36,2,0,3,40,43,27922,1043509,2990,0,11984,1074422,1086406,52432
2020-11-24,2020,11,24,chokepoint20,Makassar Strait,3,32,1,0,4,36,40,26686,1479858,298,0,27722,1506843,1534566,52434
2019-10-21,2019,10,21,chokepoint20,Makassar Strait,2,41,3,0,2,46,48,15573,2473245,6606,0,0,2495425,2495425,52436
2020-11-25,2020,11,25,chokepoint20,Makassar Strait,2,47,4,0,6,53,59,10710,3114471,9849,0,106626,3135031,3241657,52438
2019-10-22,2019,10,22,chokepoint20,Makassar Strait,2,39,2,1,3,44,47,9116,2404462,28991,1859,0,2444430,2444430,52440
2020-11-26,2020,11,26,chokepoint20,Makassar Strait,1,48,4,0,5,53,58,8011,3159807,27052,0,14734,3194871,3209606,52442
2019-10-23,2019,10,23,chokepoint20,Makassar Strait,2,42,1,0,5,45,50,12787,1903508,2294,0,76076,1918590,1994667,52444
2020-11-27,2020,11,27,chokepoint20,Makassar Strait,5,25,2,0,5,32,37,50024,1762304,3479,0,31531,1815809,1847340,52446
2019-10-24,2019,10,24,chokepoint20,Makassar Strait,2,43,1,0,6,46,52,22118,1855976,4152,0,18846,1882247,1901094,52448
2020-11-28,2020,11,28,chokepoint20,Makassar Strait,2,48,1,1,5,52,57,26963,1821363,3811,0,17998,1852138,1870137,52450
2019-10-25,2019,10,25,chokepoint20,Makassar Strait,4,54,2,0,2,60,62,29415,2585350,298,0,0,2615064,2615064,52452
2020-11-29,2020,11,29,chokepoint20,Makassar Strait,2,31,7,0,5,40,45,6211,1954730,30420,0,322911,1991362,2314273,52840
2019-10-26,2019,10,26,chokepoint20,Makassar Strait,3,40,2,0,6,45,51,19548,2561803,6436,0,102520,2587788,2690308,52841
2019-10-27,2019,10,27,chokepoint20,Makassar Strait,0,49,0,0,8,49,57,0,2484305,0,0,188185,2484305,2672490,52843
2019-10-28,2019,10,28,chokepoint20,Makassar Strait,0,42,4,0,6,46,52,0,2173728,35036,0,18948,2208764,2227712,52846
2019-10-29,2019,10,29,chokepoint20,Makassar Strait,2,43,3,0,4,48,52,25763,2428609,7710,0,10110,2462083,2472193,52848
2019-10-30,2019,10,30,chokepoint20,Makassar Strait,3,41,2,0,4,46,50,20728,2923683,4682,0,6800,2949094,2955895,52850
2020-11-30,2020,11,30,chokepoint20,Makassar Strait,2,56,2,0,7,60,67,11699,2815234,2276,0,105148,2829210,2934359,52851
2019-10-31,2019,10,31,chokepoint20,Makassar Strait,3,35,4,0,2,42,44,32625,2119086,10579,0,2750,2162291,2165042,52853
2020-12-01,2020,12,1,chokepoint20,Makassar Strait,3,40,4,0,12,47,59,37878,1936789,23758,0,201481,1998427,2199908,52854
2019-11-01,2019,11,1,chokepoint20,Makassar Strait,4,36,3,1,8,44,52,23284,1258871,1975,6247,98752,1290379,1389132,52856
2020-12-02,2020,12,2,chokepoint20,Makassar Strait,3,40,0,0,6,43,49,44990,2071361,0,0,13375,2116351,2129726,52857
2019-11-02,2019,11,2,chokepoint20,Makassar Strait,1,40,0,0,8,41,49,12937,2131414,0,0,61512,2144352,2205864,52859
2020-12-03,2020,12,3,chokepoint20,Makassar Strait,2,43,3,0,4,48,52,13595,1302914,11704,0,5244,1328213,1333458,52860
2019-11-03,2019,11,3,chokepoint20,Makassar Strait,2,43,4,0,4,49,53,58307,2265328,23148,0,2845,2346784,2349630,52862
2020-12-04,2020,12,4,chokepoint20,Makassar Strait,4,44,3,0,1,51,52,36405,3216420,3433,0,20203,3256259,3276463,52863
2019-11-04,2019,11,4,chokepoint20,Makassar Strait,2,38,3,0,8,43,51,740,1834708,1933,0,16011,1837382,1853393,52865
2020-12-05,2020,12,5,chokepoint20,Makassar Strait,0,46,1,0,4,47,51,0,2134373,0,0,13908,2134373,2148281,52866
2019-11-05,2019,11,5,chokepoint20,Makassar Strait,2,37,1,0,4,40,44,15393,3122708,3120,0,73605,3141222,3214828,52868
