date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020-12-16,2020,12,16,chokepoint22,Yucatan Channel,9,11,2,1,20,23,43,149034,265353,8485,6508,494635,429381,924017,58001
2022-01-20,2022,1,20,chokepoint22,Yucatan Channel,13,12,4,1,23,30,53,137878,530878,12022,56,810761,680836,1491598,58002
2020-12-17,2020,12,17,chokepoint22,Yucatan Channel,7,14,10,2,21,33,54,65075,396156,19924,0,521849,481156,1003006,58003
2022-01-21,2022,1,21,chokepoint22,Yucatan Channel,6,10,2,1,16,19,35,61799,260696,6319,4759,842167,333575,1175742,58004
2020-12-18,2020,12,18,chokepoint22,Yucatan Channel,5,11,0,1,28,17,45,62695,314126,0,0,495223,376822,872045,58005
2022-01-22,2022,1,22,chokepoint22,Yucatan Channel,4,7,4,3,16,18,34,34436,229105,8727,0,311008,272270,583279,58006
2020-12-19,2020,12,19,chokepoint22,Yucatan Channel,8,7,3,0,18,18,36,100624,179075,32519,0,684776,312219,996995,58007
2022-01-23,2022,1,23,chokepoint22,Yucatan Channel,9,6,5,1,24,21,45,85652,204088,12372,9619,448376,311732,760109,58008
2020-12-20,2020,12,20,chokepoint22,Yucatan Channel,7,14,6,1,33,28,61,78833,526155,27063,4291,800834,636343,1437177,58009
2022-01-24,2022,1,24,chokepoint22,Yucatan Channel,12,7,4,2,23,25,48,185141,304620,25298,2217,496882,517277,1014160,58010
2020-12-21,2020,12,21,chokepoint22,Yucatan Channel,6,10,4,0,17,20,37,99135,337522,18281,0,448306,454938,903245,58011
2022-01-25,2022,1,25,chokepoint22,Yucatan Channel,8,9,4,1,17,22,39,96000,427200,43610,0,380022,566811,946834,58012
2020-12-22,2020,12,22,chokepoint22,Yucatan Channel,11,6,3,1,23,21,44,88107,188675,19064,211,666606,296058,962665,58013
2022-01-26,2022,1,26,chokepoint22,Yucatan Channel,6,5,2,2,20,15,35,41688,225185,4186,7576,825855,278637,1104492,58014
2020-12-23,2020,12,23,chokepoint22,Yucatan Channel,6,12,4,0,28,22,50,51093,461272,48886,0,973176,561253,1534429,58015
2022-01-27,2022,1,27,chokepoint22,Yucatan Channel,10,11,3,1,24,25,49,157550,260788,21376,56,608284,439771,1048056,58016
2020-12-24,2020,12,24,chokepoint22,Yucatan Channel,4,11,5,0,23,20,43,73609,445860,42286,0,1009676,561756,1571433,58017
