"date","portid","portname","country","ISO3","portcalls_container","portcalls_dry_bulk","portcalls_general_cargo","portcalls_roro","portcalls_tanker","portcalls_cargo","portcalls","import_container","import_dry_bulk","import_general_cargo","import_roro","import_tanker","import_cargo","import","export_container","export_dry_bulk","export_general_cargo","export_roro","export_tanker","export_cargo","export"
"2022-03-31","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","0","0","0","0","0","0","0","105325","0","0","32630","105325","137956"
"2022-04-01","port883","Paradip","India","IND","1","4","0","0","1","5","6","0","2785","0","0","26133","2785","28918","7588","228328","0","0","0","235917","235917"
"2022-04-02","port883","Paradip","India","IND","0","4","0","0","1","4","5","0","73676","0","0","0","73676","73676","0","113051","0","0","48418","113051","161469"
"2022-04-03","port883","Paradip","India","IND","0","6","0","0","0","6","6","0","112570","0","0","0","112570","112570","0","261425","0","0","0","261425","261425"
"2022-04-04","port883","Paradip","India","IND","0","4","0","0","2","4","6","0","0","0","0","0","0","0","0","185938","0","0","39605","185938","225543"
"2022-04-05","port883","Paradip","India","IND","0","6","0","0","0","6","6","0","229250","0","0","0","229250","229250","0","59952","0","0","0","59952","59952"
"2022-04-06","port883","Paradip","India","IND","0","2","0","0","1","2","3","0","0","0","0","9457","0","9457","0","124318","0","0","9501","124318","133819"
"2022-04-07","port883","Paradip","India","IND","0","5","0","0","1","5","6","0","120672","0","0","0","120672","120672","0","142215","0","0","7823","142215","150039"
"2022-04-08","port883","Paradip","India","IND","1","7","0","0","0","8","8","7510","120288","0","0","0","127798","127798","0","148478","0","0","0","148478","148478"
"2022-04-09","port883","Paradip","India","IND","0","4","0","0","2","4","6","0","15376","0","0","19487","15376","34864","0","188045","0","0","41673","188045","229719"
"2022-04-10","port883","Paradip","India","IND","0","3","0","0","1","3","4","0","77438","0","0","0","77438","77438","0","39251","0","0","0","39251","39251"
"2022-04-11","port883","Paradip","India","IND","0","3","1","0","1","4","5","0","0","0","0","6245","0","6245","0","271764","11688","0","13725","283452","297178"
"2022-04-12","port883","Paradip","India","IND","0","7","0","0","0","7","7","0","157366","0","0","0","157366","157366","0","200149","0","0","0","200149","200149"
"2022-04-13","port883","Paradip","India","IND","0","3","1","0","0","4","4","0","0","0","0","0","0","0","0","264563","0","0","0","264563","264563"
