date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint5,Malacca Strait,56,47,15,7,76,125,201,1317693,3059194,90466,5085,3712932,4472439,8185371,10741
2019-01-02,2019,1,2,chokepoint5,Malacca Strait,34,41,11,6,65,92,157,1054030,2509210,45320,12055,3876315,3620616,7496931,10742
2019-01-03,2019,1,3,chokepoint5,Malacca Strait,40,30,10,5,68,85,153,1206031,2121409,62542,13748,2612893,3403731,6016625,10743
2019-01-04,2019,1,4,chokepoint5,Malacca Strait,34,43,5,6,62,88,150,1345748,2957164,26046,14000,3996192,4342960,8339152,10744
2019-01-05,2019,1,5,chokepoint5,Malacca Strait,41,44,13,6,87,104,191,1179068,2347697,65544,16503,4429628,3608814,8038443,10745
2019-01-06,2019,1,6,chokepoint5,Malacca Strait,41,40,10,4,50,95,145,1170789,2019584,46896,12423,2544791,3249694,5794486,10746
2019-01-07,2019,1,7,chokepoint5,Malacca Strait,49,38,10,11,67,108,175,1421855,1990580,46442,24044,4026624,3482923,7509548,10747
2019-01-08,2019,1,8,chokepoint5,Malacca Strait,50,42,16,3,64,111,175,1784140,2430547,69984,943,2206425,4285615,6492040,10748
2019-01-09,2019,1,9,chokepoint5,Malacca Strait,39,34,7,8,67,88,155,1089016,2055613,29731,9651,2402775,3184012,5586788,10749
2019-01-10,2019,1,10,chokepoint5,Malacca Strait,45,35,20,9,73,109,182,1615081,1867566,98296,18991,2407241,3599936,6007177,10750
2019-01-11,2019,1,11,chokepoint5,Malacca Strait,48,31,12,3,59,94,153,1753114,1580415,48932,0,2021483,3382462,5403945,10751
2019-01-12,2019,1,12,chokepoint5,Malacca Strait,44,39,12,10,80,105,185,1300132,2702762,34305,25325,3107731,4062526,7170257,10752
2019-01-13,2019,1,13,chokepoint5,Malacca Strait,39,48,10,4,57,101,158,987496,2765446,70760,10046,2789383,3833749,6623132,10753
2019-01-14,2019,1,14,chokepoint5,Malacca Strait,46,45,11,3,76,105,181,1426285,3075667,28356,3878,3335314,4534187,7869502,10754
2019-01-15,2019,1,15,chokepoint5,Malacca Strait,38,37,20,8,61,103,164,1160484,1552886,118660,25157,2145980,2857189,5003170,10755
2019-01-16,2019,1,16,chokepoint5,Malacca Strait,43,39,12,5,72,99,171,1160221,2394365,95045,3190,3742110,3652823,7394933,10756
2019-01-17,2019,1,17,chokepoint5,Malacca Strait,45,34,12,6,81,97,178,1598946,2068657,64008,10554,4103191,3742166,7845358,10757
2019-01-18,2019,1,18,chokepoint5,Malacca Strait,38,40,12,4,75,94,169,1474213,2140576,40862,16051,2738831,3671704,6410535,10758
2019-01-19,2019,1,19,chokepoint5,Malacca Strait,48,35,18,7,57,108,165,1427419,1702102,107469,24455,1702251,3261447,4963698,10759
2019-01-20,2019,1,20,chokepoint5,Malacca Strait,43,59,13,5,71,120,191,1364105,3129808,81571,11261,2391574,4586747,6978322,10760
2019-01-21,2019,1,21,chokepoint5,Malacca Strait,51,46,12,2,62,111,173,1450295,2839097,39601,10480,1842571,4339476,6182048,10761
2019-01-22,2019,1,22,chokepoint5,Malacca Strait,45,42,11,9,67,107,174,1278408,2029041,62826,35521,3059606,3405797,6465403,10762
2019-01-23,2019,1,23,chokepoint5,Malacca Strait,45,52,14,8,54,119,173,1218883,2548537,106575,14017,2674682,3888012,6562695,10763
2019-01-24,2019,1,24,chokepoint5,Malacca Strait,43,28,11,7,66,89,155,1227525,1171536,59457,18315,2921991,2476833,5398825,10764
2019-01-25,2019,1,25,chokepoint5,Malacca Strait,33,52,8,6,80,99,179,1234374,2974376,27144,7944,3150693,4243840,7394534,10765
2019-01-26,2019,1,26,chokepoint5,Malacca Strait,32,34,17,5,68,88,156,1109499,1159504,74032,6367,2800907,2349402,5150310,10766
2019-01-27,2019,1,27,chokepoint5,Malacca Strait,49,50,11,8,58,118,176,1434807,2442380,45954,21902,3458320,3945045,7403366,10767
2019-01-28,2019,1,28,chokepoint5,Malacca Strait,37,41,10,3,51,91,142,1352548,2268358,33794,4487,2924408,3659188,6583597,10768
2019-01-29,2019,1,29,chokepoint5,Malacca Strait,47,44,9,0,85,100,185,1337314,2419617,49695,0,3097848,3806628,6904477,10769
2019-01-30,2019,1,30,chokepoint5,Malacca Strait,43,58,11,5,74,117,191,1366518,3380529,77922,1323,2479560,4826293,7305854,10770
2019-01-31,2019,1,31,chokepoint5,Malacca Strait,48,41,14,7,63,110,173,1197355,1638534,58042,14011,3541762,2907942,6449705,10771
2019-02-01,2019,2,1,chokepoint5,Malacca Strait,34,45,15,1,78,95,173,1238842,1566917,87332,7794,3889630,2900887,6790518,10772
2019-02-02,2019,2,2,chokepoint5,Malacca Strait,42,38,12,4,60,96,156,1074080,2512622,47959,7000,2956455,3641662,6598118,10773
2019-02-03,2019,2,3,chokepoint5,Malacca Strait,32,43,13,9,57,97,154,986198,2333666,51049,22560,4120549,3393474,7514024,10774
2019-02-04,2019,2,4,chokepoint5,Malacca Strait,40,42,17,5,73,104,177,1237964,2440295,90707,13215,3255233,3782183,7037417,10775
