date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2022-04-05,2022,4,5,chokepoint27,Mindoro Strait,2,36,3,0,3,41,44,8560,2965924,10525,0,41534,2985010,3026544,72001
2022-04-06,2022,4,6,chokepoint27,Mindoro Strait,0,53,8,0,3,61,64,0,3325574,19272,0,4550,3344846,3349397,72002
2022-04-07,2022,4,7,chokepoint27,Mindoro Strait,0,42,2,1,2,45,47,0,2956363,11365,5248,0,2972976,2972976,72003
2022-04-08,2022,4,8,chokepoint27,Mindoro Strait,4,37,3,0,4,44,48,43054,1492877,7143,0,0,1543075,1543075,72004
2022-04-09,2022,4,9,chokepoint27,Mindoro Strait,0,32,3,0,6,35,41,0,1908106,12030,0,13354,1920137,1933492,72005
2022-04-10,2022,4,10,chokepoint27,Mindoro Strait,3,46,4,0,2,53,55,44913,2263307,21207,0,53863,2329428,2383292,72006
2022-04-11,2022,4,11,chokepoint27,Mindoro Strait,2,49,1,0,4,52,56,21353,2325424,0,0,59894,2346778,2406672,72007
2022-04-12,2022,4,12,chokepoint27,Mindoro Strait,3,36,5,0,1,44,45,74694,1966626,16056,0,3406,2057377,2060784,72008
2022-04-13,2022,4,13,chokepoint27,Mindoro Strait,0,42,6,0,6,48,54,0,2262212,26754,0,124867,2288966,2413834,72009
2022-04-14,2022,4,14,chokepoint27,Mindoro Strait,0,51,2,0,2,53,55,0,3698543,12903,0,15747,3711447,3727194,72010
2022-04-15,2022,4,15,chokepoint27,Mindoro Strait,2,30,4,0,6,36,42,11081,1683624,8112,0,11558,1702818,1714376,72011
2022-04-16,2022,4,16,chokepoint27,Mindoro Strait,4,37,0,0,4,41,45,59148,2611725,0,0,44932,2670873,2715805,72012
2022-04-17,2022,4,17,chokepoint27,Mindoro Strait,1,44,4,0,6,49,55,17809,3439426,24335,0,73178,3481571,3554749,72013
2022-04-18,2022,4,18,chokepoint27,Mindoro Strait,0,38,1,0,1,39,40,0,2539824,0,0,3104,2539824,2542928,72014
2022-04-19,2022,4,19,chokepoint27,Mindoro Strait,0,29,2,0,5,31,36,0,1499022,17158,0,106892,1516180,1623073,72015
2022-04-20,2022,4,20,chokepoint27,Mindoro Strait,3,28,3,1,5,35,40,24399,1683242,15231,0,87137,1722874,1810011,72016
2022-04-21,2022,4,21,chokepoint27,Mindoro Strait,1,27,1,0,2,29,31,15935,1991141,6040,0,117260,2013117,2130378,72017
2022-04-22,2022,4,22,chokepoint27,Mindoro Strait,5,41,3,0,5,49,54,36321,2920649,12671,0,97290,2969642,3066932,72018
2022-04-23,2022,4,23,chokepoint27,Mindoro Strait,1,43,2,0,3,46,49,10685,2104941,10503,0,63341,2126130,2189471,72019
2022-04-24,2022,4,24,chokepoint27,Mindoro Strait,1,45,1,0,3,47,50,7937,3231354,1311,0,122971,3240603,3363574,72020
2022-04-25,2022,4,25,chokepoint27,Mindoro Strait,0,36,0,0,5,36,41,0,1376680,0,0,142583,1376680,1519264,72021
2022-04-26,2022,4,26,chokepoint27,Mindoro Strait,0,48,4,0,4,52,56,0,2078673,29985,0,21232,2108659,2129892,72022
2022-04-27,2022,4,27,chokepoint27,Mindoro Strait,2,37,4,0,3,43,46,14296,2288502,23941,0,8950,2326741,2335691,72023
2022-04-28,2022,4,28,chokepoint27,Mindoro Strait,4,35,0,0,6,39,45,27894,1527850,0,0,25087,1555745,1580832,72024
2022-04-29,2022,4,29,chokepoint27,Mindoro Strait,2,42,4,0,5,48,53,23455,3457928,27426,0,150474,3508810,3659284,72025
