date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint18,Torres Strait,1,1,0,0,2,2,4,26913,0,0,0,62997,26913,89911,46546
2019-01-02,2019,1,2,chokepoint18,Torres Strait,3,4,2,0,3,9,12,59209,0,6354,0,126886,65564,192451,46547
2019-01-03,2019,1,3,chokepoint18,Torres Strait,2,7,1,0,2,10,12,47593,247447,574,0,0,295616,295616,46548
2019-01-04,2019,1,4,chokepoint18,Torres Strait,3,4,1,0,2,8,10,51688,83512,5635,0,0,140836,140836,46549
2019-01-05,2019,1,5,chokepoint18,Torres Strait,1,4,1,1,1,7,8,25717,200235,3076,3042,6235,232073,238308,46550
2019-01-06,2019,1,6,chokepoint18,Torres Strait,0,4,1,1,1,6,7,0,134856,7779,578,31526,143214,174740,46551
2019-01-07,2019,1,7,chokepoint18,Torres Strait,3,2,3,0,2,8,10,99011,55008,38624,0,92253,192644,284897,46552
2019-01-08,2019,1,8,chokepoint18,Torres Strait,0,2,1,0,3,3,6,0,83966,1904,0,75563,85870,161433,46553
2019-01-09,2019,1,9,chokepoint18,Torres Strait,1,6,1,0,3,8,11,21082,186737,425,0,30505,208245,238750,46554
2019-01-10,2019,1,10,chokepoint18,Torres Strait,3,2,2,0,3,7,10,60210,93930,3197,0,107213,157338,264551,46555
2019-01-11,2019,1,11,chokepoint18,Torres Strait,0,0,1,1,1,2,3,0,0,1780,2462,0,4242,4242,46556
2019-01-12,2019,1,12,chokepoint18,Torres Strait,1,4,3,0,1,8,9,32386,209805,2934,0,0,245125,245125,46557
2019-01-13,2019,1,13,chokepoint18,Torres Strait,1,7,0,1,3,9,12,24917,127621,0,578,31352,153118,184470,46558
2019-01-14,2019,1,14,chokepoint18,Torres Strait,2,3,0,0,1,5,6,56041,15291,0,0,0,71332,71332,46559
2019-01-15,2019,1,15,chokepoint18,Torres Strait,2,3,0,1,0,6,6,32386,111906,0,578,0,144870,144870,46560
2019-01-16,2019,1,16,chokepoint18,Torres Strait,1,5,2,0,1,8,9,15634,213889,8782,0,94186,238306,332493,46561
2019-01-17,2019,1,17,chokepoint18,Torres Strait,3,4,0,1,2,8,10,58937,75190,0,4594,70878,138722,209600,46562
2019-01-18,2019,1,18,chokepoint18,Torres Strait,3,6,2,0,0,11,11,33483,153278,2502,0,0,189264,189264,46563
2019-01-19,2019,1,19,chokepoint18,Torres Strait,0,5,2,0,3,7,10,0,119500,1249,0,855,120750,121605,46564
2019-01-20,2019,1,20,chokepoint18,Torres Strait,2,2,2,1,3,7,10,17038,0,14049,578,252357,31667,284024,46565
2019-01-21,2019,1,21,chokepoint18,Torres Strait,0,7,1,1,0,9,9,0,256984,23061,0,0,280045,280045,46566
2019-01-22,2019,1,22,chokepoint18,Torres Strait,2,9,1,0,1,12,13,56717,128706,2204,0,37975,187628,225603,46567
2019-01-23,2019,1,23,chokepoint18,Torres Strait,0,6,1,0,2,7,9,0,98623,574,0,12069,99198,111267,46568
2019-01-24,2019,1,24,chokepoint18,Torres Strait,2,5,3,0,1,10,11,29545,170259,2451,0,29312,202257,231569,46569
2019-01-25,2019,1,25,chokepoint18,Torres Strait,2,2,0,0,3,4,7,51429,150777,0,0,85438,202206,287645,46570
2019-01-26,2019,1,26,chokepoint18,Torres Strait,1,6,4,0,1,11,12,0,115782,23872,0,0,139654,139654,46571
2019-01-27,2019,1,27,chokepoint18,Torres Strait,2,2,2,1,0,7,7,38728,0,4543,578,0,43850,43850,46572
2019-01-28,2019,1,28,chokepoint18,Torres Strait,1,5,3,0,3,9,12,36553,149226,4088,0,11532,189868,201400,46573
2019-01-29,2019,1,29,chokepoint18,Torres Strait,0,6,1,1,4,8,12,0,136586,30621,578,168124,167786,335911,46574
2019-01-30,2019,1,30,chokepoint18,Torres Strait,1,4,2,0,1,7,8,23525,157624,1291,0,0,182441,182441,46575
2019-01-31,2019,1,31,chokepoint18,Torres Strait,2,5,1,0,2,8,10,54218,104321,574,0,0,159114,159114,46576
2019-02-01,2019,2,1,chokepoint18,Torres Strait,2,1,0,1,1,4,5,53558,26849,0,2922,42200,83330,125530,46577
2019-02-02,2019,2,2,chokepoint18,Torres Strait,0,4,2,0,3,6,9,0,165960,7894,0,84834,173854,258689,46578
2019-02-03,2019,2,3,chokepoint18,Torres Strait,0,0,2,1,1,3,4,0,0,3490,578,0,4069,4069,46579
2019-02-04,2019,2,4,chokepoint18,Torres Strait,1,4,2,0,1,7,8,23816,121216,9322,0,0,154355,154355,46580
2019-02-05,2019,2,5,chokepoint18,Torres Strait,2,0,1,0,2,3,5,69260,0,5716,0,82824,74977,157801,46581
2019-02-06,2019,2,6,chokepoint18,Torres Strait,2,4,2,0,3,8,11,38444,58989,4328,0,0,101763,101763,46582
2019-02-07,2019,2,7,chokepoint18,Torres Strait,2,4,2,1,2,9,11,56807,152140,1773,4318,0,215039,215039,46583
2019-02-08,2019,2,8,chokepoint18,Torres Strait,1,6,0,0,1,7,8,20646,189304,0,0,43254,209950,253205,46584
2019-02-09,2019,2,9,chokepoint18,Torres Strait,0,4,2,1,6,7,13,0,100130,22054,7762,27700,129947,157648,46585
2019-02-10,2019,2,10,chokepoint18,Torres Strait,0,2,0,1,1,3,4,0,0,0,578,0,578,578,46586
2019-02-11,2019,2,11,chokepoint18,Torres Strait,1,2,0,1,1,4,5,20965,0,0,0,72183,20965,93148,46587
2019-02-12,2019,2,12,chokepoint18,Torres Strait,1,1,2,0,1,4,5,24287,50883,4294,0,0,79465,79465,46588
2019-02-13,2019,2,13,chokepoint18,Torres Strait,0,3,2,1,2,6,8,0,128093,7779,3375,78392,139248,217641,46589
2019-02-14,2019,2,14,chokepoint18,Torres Strait,3,6,2,0,1,11,12,70559,182049,669,0,0,253278,253278,46590
2019-02-15,2019,2,15,chokepoint18,Torres Strait,1,4,3,0,0,8,8,22902,78858,9929,0,0,111690,111690,46591
2019-02-16,2019,2,16,chokepoint18,Torres Strait,0,2,1,0,2,3,5,0,35029,1666,0,0,36696,36696,46592
2019-02-17,2019,2,17,chokepoint18,Torres Strait,1,3,1,1,3,6,9,21819,121550,3060,578,86225,147009,233234,46593
2019-02-18,2019,2,18,chokepoint18,Torres Strait,0,5,4,0,1,9,10,0,269586,26299,0,0,295885,295885,46594
2019-02-19,2019,2,19,chokepoint18,Torres Strait,2,0,1,1,1,4,5,70674,0,7184,1766,12069,79625,91694,46595
2019-02-20,2019,2,20,chokepoint18,Torres Strait,2,4,5,0,2,11,13,43013,186417,22818,0,35987,252249,288236,46596
2019-02-21,2019,2,21,chokepoint18,Torres Strait,3,0,0,1,1,4,5,52767,0,0,4594,39965,57362,97328,46597
2019-02-22,2019,2,22,chokepoint18,Torres Strait,1,1,4,1,1,7,8,13575,73057,7367,0,4774,94000,98775,46598
2019-02-23,2019,2,23,chokepoint18,Torres Strait,2,6,2,0,4,10,14,44408,254085,3551,0,94116,302046,396163,46599
2019-02-24,2019,2,24,chokepoint18,Torres Strait,0,1,2,1,4,4,8,0,50557,1466,578,138271,52601,190873,46600
2019-02-25,2019,2,25,chokepoint18,Torres Strait,1,2,1,0,0,4,4,0,32131,2953,0,0,35085,35085,46601
2019-02-26,2019,2,26,chokepoint18,Torres Strait,1,4,4,0,1,9,10,53917,369606,7047,0,0,430572,430572,46602
2019-02-27,2019,2,27,chokepoint18,Torres Strait,0,4,2,0,0,6,6,0,83972,22535,0,0,106508,106508,46603
2019-02-28,2019,2,28,chokepoint18,Torres Strait,3,5,0,0,3,8,11,51636,104050,0,0,11725,155687,167413,46604
2019-03-01,2019,3,1,chokepoint18,Torres Strait,2,2,2,1,0,7,7,59299,0,6380,3401,0,69081,69081,46605
2019-03-02,2019,3,2,chokepoint18,Torres Strait,0,3,4,0,3,7,10,0,114116,9772,0,34322,123888,158211,46606
2019-03-03,2019,3,3,chokepoint18,Torres Strait,1,6,3,1,3,11,14,26736,198688,34302,578,157505,260307,417812,46607
2019-03-04,2019,3,4,chokepoint18,Torres Strait,3,3,1,0,2,7,9,47446,100616,1648,0,56669,149712,206381,46608
2019-03-05,2019,3,5,chokepoint18,Torres Strait,1,2,2,0,0,5,5,35064,30165,3060,0,0,68291,68291,46609
2019-03-06,2019,3,6,chokepoint18,Torres Strait,1,1,0,0,1,2,3,10443,25681,0,0,0,36125,36125,46610
2019-03-07,2019,3,7,chokepoint18,Torres Strait,4,3,2,0,3,9,12,87705,29210,2568,0,29446,119483,148930,46611
2019-03-08,2019,3,8,chokepoint18,Torres Strait,0,5,1,2,4,8,12,0,146584,656,2922,0,150162,150162,46612
2019-03-09,2019,3,9,chokepoint18,Torres Strait,1,3,6,0,3,10,13,2303,113563,10658,0,56554,126525,183079,46613
2019-03-10,2019,3,10,chokepoint18,Torres Strait,0,2,1,1,4,4,8,0,0,9843,578,122643,10421,133064,46614
2019-03-11,2019,3,11,chokepoint18,Torres Strait,2,5,3,0,1,10,11,19311,224535,10947,0,15263,254794,270058,46615
2019-03-12,2019,3,12,chokepoint18,Torres Strait,3,5,1,0,0,9,9,45583,197004,3060,0,0,245648,245648,46616
2019-03-13,2019,3,13,chokepoint18,Torres Strait,1,2,1,0,6,4,10,7914,75443,1897,0,51916,85256,137172,46617
2019-03-14,2019,3,14,chokepoint18,Torres Strait,3,4,3,1,4,11,15,67164,164196,7096,4833,104051,243289,347341,46618
2019-03-15,2019,3,15,chokepoint18,Torres Strait,0,7,0,0,0,7,7,0,109603,0,0,0,109603,109603,46619
2019-03-16,2019,3,16,chokepoint18,Torres Strait,0,9,3,0,5,12,17,0,270328,3808,0,124199,274137,398336,46620
2019-03-17,2019,3,17,chokepoint18,Torres Strait,3,5,0,0,3,8,11,44177,23415,0,0,11644,67593,79237,46621
2019-03-18,2019,3,18,chokepoint18,Torres Strait,1,2,1,0,2,4,6,0,40501,1782,0,9131,42283,51415,46622
2019-03-19,2019,3,19,chokepoint18,Torres Strait,3,5,0,0,0,8,8,72009,190985,0,0,0,262994,262994,46623
2019-03-20,2019,3,20,chokepoint18,Torres Strait,1,6,5,1,4,13,17,3420,139253,13723,0,55559,156397,211957,46624
2019-03-21,2019,3,21,chokepoint18,Torres Strait,3,2,1,1,2,7,9,83150,47539,12028,3375,16547,146093,162640,46625
2019-03-22,2019,3,22,chokepoint18,Torres Strait,4,8,1,0,2,13,15,46913,123078,3753,0,0,173745,173745,46626
2019-03-23,2019,3,23,chokepoint18,Torres Strait,0,3,3,0,5,6,11,0,77688,3733,0,77874,81422,159296,46627
2019-03-24,2019,3,24,chokepoint18,Torres Strait,2,6,2,0,0,10,10,17870,99508,4260,0,0,121638,121638,46628
2019-03-25,2019,3,25,chokepoint18,Torres Strait,0,3,1,0,1,4,5,0,0,4803,0,9671,4803,14475,46629
2019-03-26,2019,3,26,chokepoint18,Torres Strait,3,1,1,0,2,5,7,69709,28916,656,0,40385,99282,139667,46630
2019-03-27,2019,3,27,chokepoint18,Torres Strait,1,8,1,0,3,10,13,16045,345256,1243,0,151834,362545,514380,46631
2019-03-28,2019,3,28,chokepoint18,Torres Strait,2,3,1,1,2,7,9,46904,51217,1925,5617,0,105664,105664,46632
2019-03-29,2019,3,29,chokepoint18,Torres Strait,1,2,0,0,2,3,5,19245,83966,0,0,0,103212,103212,46633
2019-03-30,2019,3,30,chokepoint18,Torres Strait,2,6,2,2,2,12,14,40118,254069,6404,578,43851,301170,345021,46634
2019-03-31,2019,3,31,chokepoint18,Torres Strait,0,2,0,0,3,2,5,0,0,0,0,77672,0,77672,46635
2019-04-01,2019,4,1,chokepoint18,Torres Strait,1,3,2,1,2,7,9,7691,75220,2054,0,72026,84966,156993,46636
2019-04-02,2019,4,2,chokepoint18,Torres Strait,4,4,2,0,1,10,11,112452,74550,21919,0,0,208921,208921,46637
2019-04-03,2019,4,3,chokepoint18,Torres Strait,1,6,1,0,1,8,9,0,172239,0,0,35734,172239,207973,46638
2019-04-04,2019,4,4,chokepoint18,Torres Strait,3,4,1,0,1,8,9,48003,126340,0,0,15241,174344,189585,46639
2019-04-05,2019,4,5,chokepoint18,Torres Strait,0,4,0,1,1,5,6,0,0,0,3911,0,3911,3911,46640
2019-04-06,2019,4,6,chokepoint18,Torres Strait,0,3,2,0,3,5,8,0,47423,3296,0,56200,50719,106920,46641
2019-04-07,2019,4,7,chokepoint18,Torres Strait,3,2,3,0,3,8,11,54194,144877,13927,0,14715,212999,227714,46642
2019-04-08,2019,4,8,chokepoint18,Torres Strait,0,4,0,0,2,4,6,0,120467,0,0,65179,120467,185647,46643
2019-04-09,2019,4,9,chokepoint18,Torres Strait,3,5,1,0,0,9,9,93708,53664,3138,0,0,150512,150512,46644
2019-04-10,2019,4,10,chokepoint18,Torres Strait,4,3,3,1,4,11,15,49879,53142,20703,3946,0,127671,127671,46645
2019-04-11,2019,4,11,chokepoint18,Torres Strait,4,4,0,1,1,9,10,69481,193243,0,0,0,262724,262724,46646
2019-04-12,2019,4,12,chokepoint18,Torres Strait,1,2,1,0,1,4,5,12786,117811,0,0,0,130597,130597,46647
2019-04-13,2019,4,13,chokepoint18,Torres Strait,1,3,3,0,3,7,10,23467,135803,25269,0,118580,184540,303120,46648
2019-04-14,2019,4,14,chokepoint18,Torres Strait,0,2,0,0,0,2,2,0,72764,0,0,0,72764,72764,46649
2019-04-15,2019,4,15,chokepoint18,Torres Strait,1,0,1,0,1,2,3,25034,0,2938,0,15661,27973,43634,46650
2019-04-16,2019,4,16,chokepoint18,Torres Strait,4,6,1,0,1,11,12,73780,114186,6610,0,40898,194577,235475,46651
2019-04-17,2019,4,17,chokepoint18,Torres Strait,1,5,1,0,1,7,8,11397,140672,993,0,0,153064,153064,46652
2019-04-18,2019,4,18,chokepoint18,Torres Strait,3,8,0,1,1,12,13,49944,124307,0,7573,9545,181825,191371,46653
2019-04-19,2019,4,19,chokepoint18,Torres Strait,0,4,3,0,4,7,11,0,73310,6671,0,136225,79981,216206,46654
2019-04-20,2019,4,20,chokepoint18,Torres Strait,2,4,1,0,2,7,9,34492,87610,1357,0,0,123460,123460,46655
2019-04-21,2019,4,21,chokepoint18,Torres Strait,1,2,0,1,4,4,8,9188,144865,0,0,161250,154054,315305,46656
2019-04-22,2019,4,22,chokepoint18,Torres Strait,1,4,1,0,4,6,10,25339,150960,735,0,47855,177036,224891,46657
2019-04-23,2019,4,23,chokepoint18,Torres Strait,2,5,2,0,1,9,10,51928,142966,18621,0,31494,213516,245010,46658
2019-04-24,2019,4,24,chokepoint18,Torres Strait,3,5,2,1,1,11,12,18741,79010,4230,3888,39826,105870,145697,46659
2019-04-25,2019,4,25,chokepoint18,Torres Strait,2,3,2,1,2,8,10,42277,36793,26954,578,0,106604,106604,46660
2019-04-26,2019,4,26,chokepoint18,Torres Strait,2,5,1,0,3,8,11,14235,108479,0,0,12133,122715,134848,46661
2019-04-27,2019,4,27,chokepoint18,Torres Strait,2,2,3,0,3,7,10,39295,0,3561,0,51792,42857,94650,46662
2019-04-28,2019,4,28,chokepoint18,Torres Strait,2,5,0,0,2,7,9,48097,119489,0,0,0,167587,167587,46663
2019-04-29,2019,4,29,chokepoint18,Torres Strait,0,2,1,0,1,3,4,0,68602,12805,0,0,81407,81407,46664
2019-04-30,2019,4,30,chokepoint18,Torres Strait,3,1,2,0,2,6,8,62042,0,10011,0,11630,72053,83684,46665
2019-05-01,2019,5,1,chokepoint18,Torres Strait,3,2,1,1,3,7,10,28924,162331,0,578,37095,191833,228928,46666
2019-05-02,2019,5,2,chokepoint18,Torres Strait,3,7,2,0,3,12,15,38720,190532,20428,0,0,249681,249681,46667
2019-05-03,2019,5,3,chokepoint18,Torres Strait,1,3,1,0,3,5,8,24131,174815,5369,0,116130,204316,320447,46668
2019-05-04,2019,5,4,chokepoint18,Torres Strait,3,8,1,1,1,13,14,57909,266605,1443,4895,15241,330854,346096,46669
2019-05-05,2019,5,5,chokepoint18,Torres Strait,1,0,0,1,1,2,3,11340,0,0,0,9876,11340,21216,46670
2019-05-06,2019,5,6,chokepoint18,Torres Strait,1,5,1,0,1,7,8,19829,208518,813,0,78312,229161,307473,46671
2019-05-07,2019,5,7,chokepoint18,Torres Strait,2,4,3,0,2,9,11,41780,73313,7632,0,0,122726,122726,46672
2019-05-08,2019,5,8,chokepoint18,Torres Strait,2,0,1,0,3,3,6,23467,0,5332,0,14438,28799,43238,46673
2019-05-09,2019,5,9,chokepoint18,Torres Strait,4,5,3,1,3,13,16,49244,125433,24003,3401,18433,202082,220515,46674
2019-05-10,2019,5,10,chokepoint18,Torres Strait,2,2,1,0,1,5,6,23483,79284,15511,0,11595,118279,129874,46675
2019-05-11,2019,5,11,chokepoint18,Torres Strait,0,5,3,0,1,8,9,0,149853,13592,0,0,163445,163445,46676
2019-05-12,2019,5,12,chokepoint18,Torres Strait,2,6,1,1,0,10,10,31301,124514,4257,578,0,160652,160652,46677
2019-05-13,2019,5,13,chokepoint18,Torres Strait,0,2,2,0,2,4,6,0,86945,5015,0,5376,91961,97337,46678
2019-05-14,2019,5,14,chokepoint18,Torres Strait,7,1,1,0,0,9,9,115605,71323,733,0,0,187661,187661,46679
2019-05-15,2019,5,15,chokepoint18,Torres Strait,0,3,1,1,2,5,7,0,80223,1780,4459,0,86463,86463,46680
2019-05-16,2019,5,16,chokepoint18,Torres Strait,4,1,1,0,1,6,7,55782,0,0,0,38930,55782,94712,46681
2019-05-17,2019,5,17,chokepoint18,Torres Strait,0,0,1,0,1,1,2,0,0,0,0,0,0,0,46682
2019-05-18,2019,5,18,chokepoint18,Torres Strait,1,5,3,0,1,9,10,32386,86258,5765,0,0,124410,124410,46683
2019-05-19,2019,5,19,chokepoint18,Torres Strait,0,5,0,1,1,6,7,0,113361,0,578,11595,113940,125535,46684
2019-05-20,2019,5,20,chokepoint18,Torres Strait,2,4,1,0,2,7,9,54602,104349,1571,0,0,160523,160523,46685
2019-05-21,2019,5,21,chokepoint18,Torres Strait,2,2,1,0,2,5,7,53917,30438,16679,0,19646,101035,120682,46686
2019-05-22,2019,5,22,chokepoint18,Torres Strait,3,3,0,0,1,6,7,50751,48126,0,0,11580,98877,110457,46687
2019-05-23,2019,5,23,chokepoint18,Torres Strait,4,0,2,0,3,6,9,80710,0,735,0,42396,81445,123842,46688
2019-05-24,2019,5,24,chokepoint18,Torres Strait,0,6,0,1,3,7,10,0,197542,0,7573,32086,205115,237202,46689
2019-05-25,2019,5,25,chokepoint18,Torres Strait,0,2,2,0,2,4,6,0,74390,5833,0,0,80223,80223,46690
2019-05-26,2019,5,26,chokepoint18,Torres Strait,2,3,0,1,1,6,7,28061,111240,0,578,9332,139880,149212,46691
2019-05-27,2019,5,27,chokepoint18,Torres Strait,1,2,3,0,0,6,6,26979,52008,3063,0,0,82051,82051,46692
