date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020-11-01,2020,11,1,chokepoint19,Sunda Strait,0,9,5,1,8,15,23,0,542981,12539,0,34740,555521,590262,50001
2020-11-02,2020,11,2,chokepoint19,Sunda Strait,2,7,0,0,10,9,19,0,239983,0,0,219540,239983,459524,50002
2020-11-03,2020,11,3,chokepoint19,Sunda Strait,4,9,4,1,13,18,31,56963,398738,24798,0,258354,480500,738855,50003
2020-11-04,2020,11,4,chokepoint19,Sunda Strait,3,8,5,0,9,16,25,73988,466707,15751,0,550859,556447,1107307,50004
2020-11-05,2020,11,5,chokepoint19,Sunda Strait,1,21,0,1,12,23,35,3800,1142082,0,3840,146326,1149723,1296049,50005
2020-11-06,2020,11,6,chokepoint19,Sunda Strait,1,10,3,2,5,16,21,1365,566102,2642,2009,276763,572120,848884,50006
2020-11-07,2020,11,7,chokepoint19,Sunda Strait,5,7,5,0,10,17,27,78619,333834,15311,0,72230,427766,499996,50007
2020-11-08,2020,11,8,chokepoint19,Sunda Strait,2,10,2,0,14,14,28,21046,569137,7873,0,354158,598057,952216,50008
2020-11-09,2020,11,9,chokepoint19,Sunda Strait,5,1,2,0,8,8,16,99021,43809,14076,0,172800,156907,329707,50009
2020-11-10,2020,11,10,chokepoint19,Sunda Strait,2,8,1,1,11,12,23,30001,330249,569,0,182864,360820,543685,50010
2020-11-11,2020,11,11,chokepoint19,Sunda Strait,2,12,6,0,5,20,25,10625,528559,39242,0,101990,578428,680419,50011
2020-11-12,2020,11,12,chokepoint19,Sunda Strait,3,12,2,1,15,18,33,132072,1105773,544,0,254379,1238390,1492769,50012
2020-11-13,2020,11,13,chokepoint19,Sunda Strait,6,10,2,1,4,19,23,112751,593386,3060,2783,2852,711982,714834,50013
2020-11-14,2020,11,14,chokepoint19,Sunda Strait,3,11,4,0,12,18,30,104861,725499,5210,0,368228,835571,1203799,50014
2020-11-15,2020,11,15,chokepoint19,Sunda Strait,5,9,3,0,10,17,27,163047,421293,1277,0,29848,585618,615466,50015
2020-11-16,2020,11,16,chokepoint19,Sunda Strait,6,14,5,0,15,25,40,118580,929927,12197,0,396039,1060705,1456745,50016
2020-11-17,2020,11,17,chokepoint19,Sunda Strait,1,11,4,0,13,16,29,38081,885879,60010,0,523100,983972,1507072,50017
2020-11-18,2020,11,18,chokepoint19,Sunda Strait,3,16,1,0,9,20,29,17731,1182900,6318,0,326100,1206950,1533051,50018
2020-11-19,2020,11,19,chokepoint19,Sunda Strait,5,8,2,1,11,16,27,20053,1048376,7595,0,454274,1076024,1530299,50019
2020-11-20,2020,11,20,chokepoint19,Sunda Strait,4,8,2,0,7,14,21,143134,949379,6390,0,120049,1098904,1218954,50020
2020-11-21,2020,11,21,chokepoint19,Sunda Strait,4,11,6,0,11,21,32,97286,830488,75859,0,166395,1003634,1170030,50021
2020-11-22,2020,11,22,chokepoint19,Sunda Strait,1,12,4,0,17,17,34,3341,836169,9977,0,797150,849488,1646639,50022
2020-11-23,2020,11,23,chokepoint19,Sunda Strait,0,12,3,0,12,15,27,0,857160,6729,0,216983,863889,1080873,50023
2020-11-24,2020,11,24,chokepoint19,Sunda Strait,4,12,2,0,14,18,32,28935,518490,13359,0,131269,560785,692055,50024
2020-11-25,2020,11,25,chokepoint19,Sunda Strait,1,12,2,2,9,17,26,3276,1500662,7079,4885,212784,1515904,1728689,50025
2020-11-26,2020,11,26,chokepoint19,Sunda Strait,4,10,4,0,8,18,26,39309,934317,10292,0,69106,983920,1053027,50026
2020-11-27,2020,11,27,chokepoint19,Sunda Strait,5,9,4,1,8,19,27,45519,412966,23014,0,49443,481500,530944,50027
2020-11-28,2020,11,28,chokepoint19,Sunda Strait,2,9,3,0,18,14,32,65900,799184,4598,0,418520,869684,1288204,50028
2020-11-29,2020,11,29,chokepoint19,Sunda Strait,5,8,5,1,9,19,28,66422,767564,17827,0,430712,851813,1282526,50029
2020-11-30,2020,11,30,chokepoint19,Sunda Strait,3,9,2,2,10,16,26,19969,384419,17394,6376,101667,428160,529827,50030
2020-12-01,2020,12,1,chokepoint19,Sunda Strait,2,5,5,0,10,12,22,35347,238197,35521,0,150437,309065,459502,50031
2020-12-02,2020,12,2,chokepoint19,Sunda Strait,6,12,3,0,17,21,38,110471,842030,4598,0,517054,957099,1474154,50032
2020-12-03,2020,12,3,chokepoint19,Sunda Strait,2,6,3,0,18,11,29,48885,348347,974,0,407272,398207,805480,50033
2020-12-04,2020,12,4,chokepoint19,Sunda Strait,3,8,3,0,8,14,22,38810,327144,2375,0,23981,368330,392312,50034
2020-12-05,2020,12,5,chokepoint19,Sunda Strait,2,6,3,1,10,12,22,56722,559307,10564,3307,131250,629901,761151,50035
2020-12-06,2020,12,6,chokepoint19,Sunda Strait,2,7,2,0,11,11,22,11948,314368,13258,0,26935,339574,366509,50036
2020-12-07,2020,12,7,chokepoint19,Sunda Strait,7,14,1,1,9,23,32,102700,1171635,2108,0,201229,1276444,1477674,50037
2020-12-08,2020,12,8,chokepoint19,Sunda Strait,1,13,1,0,12,15,27,68390,594891,647,0,617110,663930,1281041,50038
2020-12-09,2020,12,9,chokepoint19,Sunda Strait,2,15,3,1,13,21,34,22580,954956,4558,1926,331386,984021,1315407,50039
2020-12-10,2020,12,10,chokepoint19,Sunda Strait,1,11,4,0,16,16,32,43240,633762,6525,0,681375,683528,1364904,50040
2020-12-11,2020,12,11,chokepoint19,Sunda Strait,4,10,2,1,16,17,33,32527,502495,974,0,206622,535997,742620,50041
2020-12-12,2020,12,12,chokepoint19,Sunda Strait,2,21,3,1,16,27,43,57610,910952,2046,0,186781,970608,1157389,50042
2020-12-13,2020,12,13,chokepoint19,Sunda Strait,3,13,5,1,12,22,34,42916,1141451,38037,0,125869,1222404,1348274,50043
2020-12-14,2020,12,14,chokepoint19,Sunda Strait,1,8,7,0,13,16,29,19503,208433,23886,0,113595,251824,365419,50044
2020-12-15,2020,12,15,chokepoint19,Sunda Strait,3,10,4,0,13,17,30,49131,749734,40474,0,48904,839339,888244,50045
2020-12-16,2020,12,16,chokepoint19,Sunda Strait,2,5,2,0,16,9,25,41868,214620,3008,0,317238,259497,576736,50046
2020-12-17,2020,12,17,chokepoint19,Sunda Strait,2,10,2,0,8,14,22,22894,710505,3611,0,44720,737011,781732,50047
2020-12-18,2020,12,18,chokepoint19,Sunda Strait,4,9,8,0,14,21,35,73042,243166,48769,0,170483,364978,535461,50048
2020-12-19,2020,12,19,chokepoint19,Sunda Strait,3,11,2,1,8,17,25,19684,1006317,4232,4009,28866,1034244,1063111,50049
2020-12-20,2020,12,20,chokepoint19,Sunda Strait,3,10,3,1,17,17,34,88486,517113,42102,254,535939,647957,1183896,50050
2020-12-21,2020,12,21,chokepoint19,Sunda Strait,5,9,5,0,12,19,31,67846,475352,8061,0,56710,551260,607971,50051
2020-12-22,2020,12,22,chokepoint19,Sunda Strait,1,11,1,1,11,14,25,8169,541743,3985,3406,151949,557304,709254,50052
2020-12-23,2020,12,23,chokepoint19,Sunda Strait,1,15,4,0,9,20,29,2430,744270,25879,0,699248,772581,1471829,50053
2020-12-24,2020,12,24,chokepoint19,Sunda Strait,4,7,2,0,12,13,25,39101,298243,24057,0,341418,361402,702820,50054
2020-12-25,2020,12,25,chokepoint19,Sunda Strait,4,7,3,0,16,14,30,16724,109358,20669,0,228348,146752,375100,50055
2020-12-26,2020,12,26,chokepoint19,Sunda Strait,1,9,2,2,11,14,25,13819,696357,24673,5306,57926,740156,798083,50056
2020-12-27,2020,12,27,chokepoint19,Sunda Strait,2,11,4,0,12,17,29,52013,996357,26847,0,224126,1075218,1299344,50057
2020-12-28,2020,12,28,chokepoint19,Sunda Strait,3,10,6,0,10,19,29,0,721535,14685,0,283559,736221,1019780,50058
2020-12-29,2020,12,29,chokepoint19,Sunda Strait,4,13,6,0,15,23,38,153827,1238337,13776,0,630826,1405940,2036767,50059
2020-12-30,2020,12,30,chokepoint19,Sunda Strait,5,11,4,0,13,20,33,81318,1074856,33385,0,151472,1189560,1341032,50060
2020-12-31,2020,12,31,chokepoint19,Sunda Strait,4,8,3,0,17,15,32,35808,828256,38077,0,386186,902142,1288329,50061
2021-01-01,2021,1,1,chokepoint19,Sunda Strait,1,4,3,0,12,8,20,10481,501754,31977,0,398889,544212,943101,50062
2021-01-02,2021,1,2,chokepoint19,Sunda Strait,1,14,6,1,5,22,27,4681,846958,3793,3019,3670,858454,862124,50063
2021-01-03,2021,1,3,chokepoint19,Sunda Strait,1,6,2,0,11,9,20,318,470603,3142,0,273310,474065,747376,50064
