date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2021-03-26,2021,3,26,chokepoint2,Panama Canal,4,11,1,1,15,17,32,212757,427286,0,0,219016,640043,859060,2001
2021-03-27,2021,3,27,chokepoint2,Panama Canal,7,5,3,5,11,20,31,256573,230594,15112,10812,293907,513091,806999,2002
2021-03-28,2021,3,28,chokepoint2,Panama Canal,8,9,4,1,9,22,31,306992,424471,40637,0,190190,772101,962292,2003
2021-03-29,2021,3,29,chokepoint2,Panama Canal,7,5,2,0,14,14,28,290393,193425,47157,0,352225,530976,883202,2004
2021-03-30,2021,3,30,chokepoint2,Panama Canal,7,7,1,2,11,17,28,319412,220183,5540,5656,215843,550791,766635,2005
2021-03-31,2021,3,31,chokepoint2,Panama Canal,7,6,1,1,16,15,31,142373,291269,1526,3512,450314,438682,888996,2006
2021-04-01,2021,4,1,chokepoint2,Panama Canal,11,3,1,3,15,18,33,411941,134785,3952,23123,303609,573802,877411,2007
2021-04-02,2021,4,2,chokepoint2,Panama Canal,3,6,3,2,14,14,28,127622,304703,31417,11555,462997,475298,938296,2008
2021-04-03,2021,4,3,chokepoint2,Panama Canal,9,9,4,0,14,22,36,344148,362947,17760,0,269658,724855,994514,2009
2021-04-04,2021,4,4,chokepoint2,Panama Canal,10,5,1,5,10,21,31,449947,186406,0,33996,363610,670350,1033960,2010
2021-04-05,2021,4,5,chokepoint2,Panama Canal,11,10,3,1,6,25,31,396413,327853,73402,0,172071,797669,969741,2011
2021-04-06,2021,4,6,chokepoint2,Panama Canal,5,6,4,4,11,19,30,159056,311919,36510,3829,492038,511316,1003354,2012
2021-04-07,2021,4,7,chokepoint2,Panama Canal,3,11,3,2,14,19,33,67387,445634,6476,8051,511075,527549,1038624,2013
2021-04-08,2021,4,8,chokepoint2,Panama Canal,6,10,1,1,14,18,32,233063,482801,7987,2615,249237,726467,975704,2014
2021-04-09,2021,4,9,chokepoint2,Panama Canal,9,3,0,4,16,16,32,345026,128853,0,8360,443802,482240,926042,2015
2021-04-10,2021,4,10,chokepoint2,Panama Canal,7,8,4,0,9,19,28,200808,400237,9465,0,283203,610511,893714,2016
2021-04-11,2021,4,11,chokepoint2,Panama Canal,8,8,1,3,16,20,36,259607,296278,444,14513,533022,570843,1103866,2017
2021-04-12,2021,4,12,chokepoint2,Panama Canal,6,10,2,1,15,19,34,238895,430733,43946,8801,383353,722377,1105730,2018
2021-04-13,2021,4,13,chokepoint2,Panama Canal,4,9,4,3,12,20,32,118165,470558,35173,15922,223667,639819,863487,2019
2021-04-14,2021,4,14,chokepoint2,Panama Canal,8,5,4,2,13,19,32,205484,283162,40403,10304,337590,539354,876945,2020
2021-04-15,2021,4,15,chokepoint2,Panama Canal,9,9,0,2,14,20,34,323401,361947,0,5637,310446,690986,1001433,2021
2021-04-16,2021,4,16,chokepoint2,Panama Canal,9,6,4,3,13,22,35,344693,276017,15947,24288,263567,660947,924514,2022
2021-04-17,2021,4,17,chokepoint2,Panama Canal,9,9,1,2,17,21,38,216358,353064,0,7262,432181,576685,1008866,2023
2021-04-18,2021,4,18,chokepoint2,Panama Canal,5,7,5,3,13,20,33,222608,397942,20183,7834,394080,648568,1042649,2024
2021-04-19,2021,4,19,chokepoint2,Panama Canal,10,11,1,1,11,23,34,346994,519544,1292,7837,376562,875669,1252231,2025
2021-04-20,2021,4,20,chokepoint2,Panama Canal,5,8,1,3,16,17,33,228498,365634,17833,11333,412150,623299,1035450,2026
2021-04-21,2021,4,21,chokepoint2,Panama Canal,10,8,4,2,10,24,34,349303,346211,28692,6937,271029,731144,1002173,2027
2021-04-22,2021,4,22,chokepoint2,Panama Canal,5,9,2,3,14,19,33,98232,401451,27339,21372,434690,548395,983085,2028
2021-04-23,2021,4,23,chokepoint2,Panama Canal,4,9,3,1,12,17,29,256962,320460,15785,0,414456,593209,1007665,2029
2021-04-24,2021,4,24,chokepoint2,Panama Canal,8,11,1,1,8,21,29,319558,419112,0,6681,191268,745352,936620,2030
2021-04-25,2021,4,25,chokepoint2,Panama Canal,7,5,2,1,15,15,30,316791,192598,5164,3040,340657,517594,858252,2031
2021-04-26,2021,4,26,chokepoint2,Panama Canal,10,8,5,1,7,24,31,356399,305890,17991,0,76252,680282,756535,2032
2021-04-27,2021,4,27,chokepoint2,Panama Canal,5,8,0,1,18,14,32,121268,389712,0,6472,573669,517453,1091122,2033
2021-04-28,2021,4,28,chokepoint2,Panama Canal,3,10,3,4,11,20,31,65274,516424,39956,17041,380680,638697,1019377,2034
2021-04-29,2021,4,29,chokepoint2,Panama Canal,6,7,2,2,12,17,29,183449,363406,33300,3806,277277,583962,861240,2035
2021-04-30,2021,4,30,chokepoint2,Panama Canal,7,4,0,3,14,14,28,373938,219713,0,8372,365670,602025,967696,2036
2021-05-01,2021,5,1,chokepoint2,Panama Canal,5,7,3,3,10,18,28,173774,282384,18636,16806,273192,491601,764794,2037
2021-05-02,2021,5,2,chokepoint2,Panama Canal,8,7,4,3,11,22,33,371988,324173,38335,22168,254615,756665,1011281,2038
2021-05-03,2021,5,3,chokepoint2,Panama Canal,11,5,2,1,11,19,30,447429,197407,42085,4136,329060,691059,1020119,2039
2021-05-04,2021,5,4,chokepoint2,Panama Canal,6,8,1,5,10,20,30,231623,213181,8044,17782,185641,470631,656273,2040
2021-05-05,2021,5,5,chokepoint2,Panama Canal,9,11,4,0,7,24,31,260067,587609,35087,0,119833,882763,1002597,2041
2021-05-06,2021,5,6,chokepoint2,Panama Canal,5,9,0,2,12,16,28,186010,347789,0,16111,255867,549911,805779,2042
2021-05-07,2021,5,7,chokepoint2,Panama Canal,8,8,3,1,13,20,33,269473,370393,20018,0,341922,659884,1001807,2043
2021-05-08,2021,5,8,chokepoint2,Panama Canal,6,6,7,1,15,20,35,181725,293857,55211,0,319970,530795,850765,2044
2021-05-09,2021,5,9,chokepoint2,Panama Canal,7,10,3,1,12,21,33,319435,403439,12157,5423,257127,740455,997582,2045
2021-05-10,2021,5,10,chokepoint2,Panama Canal,11,5,0,3,12,19,31,411601,251812,0,22722,342664,686137,1028801,2046
2021-05-11,2021,5,11,chokepoint2,Panama Canal,4,9,1,1,14,15,29,106530,355509,26921,9824,192403,498785,691189,2047
2021-05-12,2021,5,12,chokepoint2,Panama Canal,5,6,2,0,19,13,32,203632,297253,18380,0,557289,519267,1076556,2048
2021-05-13,2021,5,13,chokepoint2,Panama Canal,4,7,1,1,16,13,29,123764,247832,7158,12366,526634,391121,917756,2049
2021-05-14,2021,5,14,chokepoint2,Panama Canal,8,8,1,2,10,19,29,400679,356315,3945,15335,183208,776276,959484,2050
2021-05-15,2021,5,15,chokepoint2,Panama Canal,7,5,4,4,9,20,29,238267,218060,44104,7389,239382,507822,747205,2051
2021-05-16,2021,5,16,chokepoint2,Panama Canal,7,6,1,4,14,18,32,208527,379543,28178,17490,328640,633740,962381,2052
2021-05-17,2021,5,17,chokepoint2,Panama Canal,7,4,2,3,15,16,31,271864,180420,7413,15003,361283,474701,835985,2053
2021-05-18,2021,5,18,chokepoint2,Panama Canal,6,11,2,2,13,21,34,263441,510013,8692,14420,331351,796567,1127919,2054
2021-05-19,2021,5,19,chokepoint2,Panama Canal,8,8,0,1,12,17,29,213377,279816,0,9914,292246,503108,795355,2055
2021-05-20,2021,5,20,chokepoint2,Panama Canal,5,7,3,3,13,18,31,194279,238737,14880,12842,367801,460738,828540,2056
2021-05-21,2021,5,21,chokepoint2,Panama Canal,7,10,2,0,16,19,35,295964,330781,22497,0,365800,649242,1015043,2057
2021-05-22,2021,5,22,chokepoint2,Panama Canal,6,11,4,2,10,23,33,299277,426372,25744,4562,320441,755957,1076399,2058
2021-05-23,2021,5,23,chokepoint2,Panama Canal,10,6,3,1,14,20,34,408391,244574,19532,4523,340761,677022,1017783,2059
2021-05-24,2021,5,24,chokepoint2,Panama Canal,12,2,2,3,15,19,34,442709,80672,0,13250,271234,536631,807866,2060
2021-05-25,2021,5,25,chokepoint2,Panama Canal,6,10,5,0,12,21,33,232237,327092,31040,0,380264,590370,970634,2061
2021-05-26,2021,5,26,chokepoint2,Panama Canal,6,4,2,3,17,15,32,207583,147398,12306,12254,337013,379544,716557,2062
2021-05-27,2021,5,27,chokepoint2,Panama Canal,5,2,2,3,17,12,29,219139,79208,19793,11588,513659,329729,843389,2063
2021-05-28,2021,5,28,chokepoint2,Panama Canal,7,9,3,1,13,20,33,332686,226356,40084,4132,264771,603259,868031,2064
2021-05-29,2021,5,29,chokepoint2,Panama Canal,5,11,3,0,10,19,29,212739,415186,11275,0,260060,639201,899261,2065
2021-05-30,2021,5,30,chokepoint2,Panama Canal,6,6,1,5,9,18,27,255069,182807,0,23631,251766,461508,713275,2066
2021-05-31,2021,5,31,chokepoint2,Panama Canal,10,4,3,2,13,19,32,331159,155322,6828,3653,269824,496963,766787,2067
2021-06-01,2021,6,1,chokepoint2,Panama Canal,5,7,2,3,13,17,30,289239,347990,3809,26127,379161,667167,1046328,2068
2021-06-02,2021,6,2,chokepoint2,Panama Canal,8,2,2,2,17,14,31,289614,61519,22867,6724,485708,380727,866435,2069
2021-06-03,2021,6,3,chokepoint2,Panama Canal,13,12,2,2,6,29,35,488868,468182,4683,13863,194543,975598,1170141,2070
2021-06-04,2021,6,4,chokepoint2,Panama Canal,6,4,0,1,16,11,27,233890,197642,0,5033,412486,436566,849052,2071
2021-06-05,2021,6,5,chokepoint2,Panama Canal,5,6,2,3,17,16,33,68435,224187,24028,6954,450684,323605,774289,2072
2021-06-06,2021,6,6,chokepoint2,Panama Canal,5,10,3,3,10,21,31,228307,534370,16272,4190,125387,783140,908527,2073
2021-06-07,2021,6,7,chokepoint2,Panama Canal,7,15,1,1,11,24,35,233625,567923,5228,4258,230069,811035,1041105,2074
2021-06-08,2021,6,8,chokepoint2,Panama Canal,6,10,0,3,11,19,30,272265,446261,0,17611,338590,736138,1074728,2075
2021-06-09,2021,6,9,chokepoint2,Panama Canal,8,10,4,1,11,23,34,298221,411584,20614,4546,357890,734967,1092857,2076
2021-06-10,2021,6,10,chokepoint2,Panama Canal,7,13,3,1,9,24,33,283509,460252,8732,0,253721,752494,1006216,2077
2021-06-11,2021,6,11,chokepoint2,Panama Canal,4,7,1,1,16,13,29,175076,261815,26921,4980,502550,468793,971343,2078
2021-06-12,2021,6,12,chokepoint2,Panama Canal,6,6,2,2,19,16,35,162788,312955,16410,4237,418131,496391,914523,2079
2021-06-13,2021,6,13,chokepoint2,Panama Canal,9,4,4,3,11,20,31,359513,194624,18395,25849,174390,598382,772773,2080
2021-06-14,2021,6,14,chokepoint2,Panama Canal,9,5,2,0,17,16,33,388433,162985,18126,0,473422,569546,1042968,2081
2021-06-15,2021,6,15,chokepoint2,Panama Canal,5,6,2,2,22,15,37,175460,309992,0,4136,422012,489589,911601,2082
2021-06-16,2021,6,16,chokepoint2,Panama Canal,9,8,2,2,10,21,31,362052,388007,29316,4412,279817,783788,1063606,2083
2021-06-17,2021,6,17,chokepoint2,Panama Canal,8,6,1,2,11,17,28,132335,271955,4288,5190,312522,413770,726293,2084
2021-06-18,2021,6,18,chokepoint2,Panama Canal,4,8,1,2,15,15,30,236339,238256,0,15051,391248,489646,880895,2085
2021-06-19,2021,6,19,chokepoint2,Panama Canal,8,4,1,3,14,16,30,298802,220887,9561,27061,501035,556314,1057349,2086
2021-06-20,2021,6,20,chokepoint2,Panama Canal,7,8,1,1,14,17,31,309093,381125,4028,5555,308058,699803,1007861,2087
2021-06-21,2021,6,21,chokepoint2,Panama Canal,6,6,2,2,12,16,28,164384,307587,2829,6254,344333,481055,825388,2088
2021-06-22,2021,6,22,chokepoint2,Panama Canal,6,7,1,1,11,15,26,238555,313261,23141,0,436388,574958,1011346,2089
2021-06-23,2021,6,23,chokepoint2,Panama Canal,9,4,1,4,13,18,31,244317,128848,7987,11227,396986,392381,789368,2090
2021-06-24,2021,6,24,chokepoint2,Panama Canal,9,8,1,1,13,19,32,358169,378950,0,0,313838,737119,1050957,2091
2021-06-25,2021,6,25,chokepoint2,Panama Canal,4,9,4,3,11,20,31,211694,475433,61094,19503,313978,767725,1081704,2092
2021-06-26,2021,6,26,chokepoint2,Panama Canal,6,9,0,1,10,16,26,175634,375983,0,10593,280765,562211,842976,2093
2021-06-27,2021,6,27,chokepoint2,Panama Canal,5,6,2,2,15,15,30,221012,226938,0,3751,430895,451703,882599,2094
2021-06-28,2021,6,28,chokepoint2,Panama Canal,8,5,1,4,15,18,33,292694,219205,0,9472,478710,521372,1000082,2095
2021-06-29,2021,6,29,chokepoint2,Panama Canal,7,5,3,2,13,17,30,317869,147695,18126,8806,315939,492498,808437,2096
2021-06-30,2021,6,30,chokepoint2,Panama Canal,7,4,2,3,13,16,29,229315,196445,27423,15255,377296,468439,845736,2097
2021-07-01,2021,7,1,chokepoint2,Panama Canal,6,4,3,3,13,16,29,205083,141963,31021,23186,235949,401254,637204,2098
2021-07-02,2021,7,2,chokepoint2,Panama Canal,8,5,3,2,13,18,31,343149,176364,24554,10419,430698,554487,985186,2099
2021-07-03,2021,7,3,chokepoint2,Panama Canal,6,4,5,0,16,15,31,235415,166964,29776,0,461150,432156,893307,2100
2021-07-04,2021,7,4,chokepoint2,Panama Canal,5,5,4,2,15,16,31,160162,151855,32291,12338,498432,356648,855081,2101
2021-07-05,2021,7,5,chokepoint2,Panama Canal,4,8,5,2,9,19,28,167849,346596,32102,10196,208033,556744,764777,2102
2021-07-06,2021,7,6,chokepoint2,Panama Canal,3,4,0,1,13,8,21,78432,156469,0,5140,84143,240042,324186,2103
2021-07-07,2021,7,7,chokepoint2,Panama Canal,7,5,2,1,10,15,25,238617,103334,13947,0,268293,355900,624193,2104
2021-07-08,2021,7,8,chokepoint2,Panama Canal,8,4,3,3,9,18,27,255670,189010,42117,20485,281187,507284,788472,2105
2021-07-09,2021,7,9,chokepoint2,Panama Canal,9,5,4,1,10,19,29,330826,157990,10077,3549,141080,502443,643524,2106
2021-07-10,2021,7,10,chokepoint2,Panama Canal,9,4,0,2,10,15,25,341954,161517,0,4044,303649,507517,811167,2107
2021-07-11,2021,7,11,chokepoint2,Panama Canal,7,9,0,1,11,17,28,289675,468520,0,4615,264988,762811,1027799,2108
2021-07-12,2021,7,12,chokepoint2,Panama Canal,8,5,1,3,10,17,27,358055,199943,15443,14708,244094,588150,832245,2109
2021-07-13,2021,7,13,chokepoint2,Panama Canal,7,5,1,2,10,15,25,262949,215241,0,4089,105907,482280,588187,2110
