date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-04-16,2019,4,16,chokepoint8,Gibraltar Strait,31,30,18,9,24,88,112,1227214,1567034,67092,26592,766947,2887934,3654881,18001
2019-04-17,2019,4,17,chokepoint8,Gibraltar Strait,23,21,20,2,36,66,102,855737,847331,100259,640,859100,1803969,2663069,18002
2019-04-18,2019,4,18,chokepoint8,Gibraltar Strait,25,27,18,5,41,75,116,838804,1324551,65066,12894,1109045,2241316,3350362,18003
2019-04-19,2019,4,19,chokepoint8,Gibraltar Strait,26,19,20,8,33,73,106,1151210,622171,74070,13129,1067235,1860582,2927818,18004
2019-04-20,2019,4,20,chokepoint8,Gibraltar Strait,31,25,30,7,37,93,130,885490,780269,101884,4988,868582,1772633,2641215,18005
2019-04-21,2019,4,21,chokepoint8,Gibraltar Strait,28,26,17,2,31,73,104,1108275,1202561,40461,1351,749123,2352650,3101773,18007
2019-04-22,2019,4,22,chokepoint8,Gibraltar Strait,25,27,19,2,27,73,100,1061267,810616,89897,0,715832,1961782,2677614,18008
2019-04-23,2019,4,23,chokepoint8,Gibraltar Strait,24,18,27,3,25,72,97,763827,842413,78654,17147,513557,1702043,2215601,18009
2019-04-24,2019,4,24,chokepoint8,Gibraltar Strait,21,14,17,3,38,55,93,618720,703066,70920,8784,601171,1401493,2002665,18010
2019-04-25,2019,4,25,chokepoint8,Gibraltar Strait,33,28,19,6,30,86,116,1114710,999533,63453,13809,1207660,2191507,3399167,18013
2019-04-26,2019,4,26,chokepoint8,Gibraltar Strait,24,22,18,6,30,70,100,616776,707897,48197,15427,886909,1388299,2275208,18016
2019-04-27,2019,4,27,chokepoint8,Gibraltar Strait,30,25,22,8,29,85,114,1190272,1163402,79741,17817,643241,2451234,3094475,18019
