date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint15,Lombok Strait,1,17,1,0,5,19,24,5435,1119023,1662,0,45849,1126121,1171971,38191
2019-01-02,2019,1,2,chokepoint15,Lombok Strait,1,17,1,0,7,19,26,4071,2059089,749,0,144530,2063909,2208440,38192
2019-01-03,2019,1,3,chokepoint15,Lombok Strait,0,23,1,2,10,26,36,0,1618838,826,78,118360,1619743,1738104,38193
2019-01-04,2019,1,4,chokepoint15,Lombok Strait,0,24,0,0,9,24,33,0,1884650,0,0,304401,1884650,2189051,38194
2019-01-05,2019,1,5,chokepoint15,Lombok Strait,0,19,1,1,9,21,30,0,1828993,2421,161,141074,1831576,1972650,38195
2019-01-06,2019,1,6,chokepoint15,Lombok Strait,0,21,5,0,6,26,32,0,2201396,15150,0,220741,2216547,2437288,38196
2019-01-07,2019,1,7,chokepoint15,Lombok Strait,0,20,1,1,4,22,26,0,1040457,2437,74,87173,1042969,1130142,38197
2019-01-08,2019,1,8,chokepoint15,Lombok Strait,0,24,1,2,10,27,37,0,1644928,1701,4129,228287,1650759,1879047,38198
2019-01-09,2019,1,9,chokepoint15,Lombok Strait,0,25,5,0,5,30,35,0,1914011,13826,0,29035,1927837,1956872,38199
2019-01-10,2019,1,10,chokepoint15,Lombok Strait,0,23,1,0,4,24,28,0,987666,1437,0,71615,989104,1060719,38200
2019-01-11,2019,1,11,chokepoint15,Lombok Strait,0,18,2,0,5,20,25,0,1189544,2421,0,172507,1191965,1364472,38201
2019-01-12,2019,1,12,chokepoint15,Lombok Strait,0,30,1,1,8,32,40,0,2594234,1877,74,75685,2596186,2671872,38202
2019-01-13,2019,1,13,chokepoint15,Lombok Strait,0,16,2,0,6,18,24,0,1603093,6733,0,162596,1609827,1772423,38203
2019-01-14,2019,1,14,chokepoint15,Lombok Strait,1,23,0,1,8,25,33,5435,1486006,0,1859,187125,1493302,1680428,38204
2019-01-15,2019,1,15,chokepoint15,Lombok Strait,0,30,4,0,4,34,38,0,1896788,12027,0,77089,1908816,1985906,38205
2019-01-16,2019,1,16,chokepoint15,Lombok Strait,0,24,1,0,7,25,32,0,1435997,4148,0,18692,1440145,1458838,38206
2019-01-17,2019,1,17,chokepoint15,Lombok Strait,0,18,0,0,12,18,30,0,1308051,0,0,218737,1308051,1526789,38207
2019-01-18,2019,1,18,chokepoint15,Lombok Strait,0,35,3,1,11,39,50,0,2672105,4709,74,163510,2676890,2840400,38208
2019-01-19,2019,1,19,chokepoint15,Lombok Strait,0,24,2,0,6,26,32,0,3073522,4529,0,136345,3078052,3214397,38209
2019-01-20,2019,1,20,chokepoint15,Lombok Strait,0,21,3,1,3,25,28,0,1987594,4889,4709,44292,1997193,2041485,38210
2019-01-21,2019,1,21,chokepoint15,Lombok Strait,0,21,1,0,11,22,33,0,1332662,1863,0,54650,1334526,1389176,38211
2019-01-22,2019,1,22,chokepoint15,Lombok Strait,1,25,2,0,9,28,37,10679,2682163,1824,0,259698,2694666,2954364,38212
2019-01-23,2019,1,23,chokepoint15,Lombok Strait,0,27,2,0,4,29,33,0,1899623,15426,0,133836,1915050,2048886,38213
2019-01-24,2019,1,24,chokepoint15,Lombok Strait,0,19,0,2,4,21,25,0,1377508,0,1611,21238,1379120,1400359,38214
2019-01-25,2019,1,25,chokepoint15,Lombok Strait,1,27,1,0,7,29,36,1711,1373448,733,0,133081,1375892,1508973,38215
2019-01-26,2019,1,26,chokepoint15,Lombok Strait,0,16,4,0,4,20,24,0,877843,12710,0,86108,890553,976661,38216
2019-01-27,2019,1,27,chokepoint15,Lombok Strait,0,19,0,3,3,22,25,0,994171,0,3518,38467,997690,1036157,38217
2019-01-28,2019,1,28,chokepoint15,Lombok Strait,1,16,2,0,2,19,21,722,710320,20697,0,291165,731740,1022905,38218
2019-01-29,2019,1,29,chokepoint15,Lombok Strait,0,16,2,1,10,19,29,0,1346272,3061,119,54722,1349452,1404175,38219
2019-01-30,2019,1,30,chokepoint15,Lombok Strait,2,20,5,0,6,27,33,34944,1590677,11375,0,27770,1636998,1664769,38220
2019-01-31,2019,1,31,chokepoint15,Lombok Strait,0,25,1,0,9,26,35,0,1909723,2421,0,231663,1912144,2143808,38221
2019-02-01,2019,2,1,chokepoint15,Lombok Strait,0,20,2,1,5,23,28,0,2289070,18959,74,10511,2308104,2318615,38222
2019-02-02,2019,2,2,chokepoint15,Lombok Strait,0,26,0,0,4,26,30,0,2307918,0,0,77767,2307918,2385685,38223
2019-02-03,2019,2,3,chokepoint15,Lombok Strait,0,23,3,1,6,27,33,0,2389104,15106,3970,89514,2408181,2497696,38224
2019-02-04,2019,2,4,chokepoint15,Lombok Strait,0,26,1,0,8,27,35,0,2080741,2421,0,52010,2083162,2135173,38225
2019-02-05,2019,2,5,chokepoint15,Lombok Strait,0,25,4,1,13,30,43,0,2343843,3822,74,223775,2347740,2571516,38226
2019-02-06,2019,2,6,chokepoint15,Lombok Strait,0,21,2,0,4,23,27,0,1714812,4082,0,153401,1718895,1872297,38227
2019-02-07,2019,2,7,chokepoint15,Lombok Strait,1,24,2,0,7,27,34,2062,1942021,17489,0,152219,1961572,2113792,38228
2019-02-08,2019,2,8,chokepoint15,Lombok Strait,0,19,2,1,8,22,30,0,1814486,2638,1859,280708,1818984,2099693,38229
2019-02-09,2019,2,9,chokepoint15,Lombok Strait,1,25,2,1,9,29,38,2062,1944525,32863,7533,310987,1986985,2297973,38230
2019-02-10,2019,2,10,chokepoint15,Lombok Strait,1,21,3,1,9,26,35,5435,1531449,3267,74,140309,1540227,1680536,38231
2019-02-11,2019,2,11,chokepoint15,Lombok Strait,0,18,1,0,4,19,23,0,1657086,10770,0,7006,1667857,1674863,38232
2019-02-12,2019,2,12,chokepoint15,Lombok Strait,0,28,4,0,8,32,40,0,1748151,9725,0,93554,1757877,1851431,38233
2019-02-13,2019,2,13,chokepoint15,Lombok Strait,0,24,2,1,6,27,33,0,2009431,7913,119,344087,2017464,2361552,38234
2019-02-14,2019,2,14,chokepoint15,Lombok Strait,0,37,3,2,9,42,51,0,3076284,5929,3662,145630,3085876,3231507,38235
2019-02-15,2019,2,15,chokepoint15,Lombok Strait,0,21,0,0,5,21,26,0,1297160,0,0,18411,1297160,1315572,38236
2019-02-16,2019,2,16,chokepoint15,Lombok Strait,0,21,1,1,8,23,31,0,1343158,3356,51,98246,1346566,1444812,38237
2019-02-17,2019,2,17,chokepoint15,Lombok Strait,2,21,1,0,8,24,32,15675,1925444,0,0,120378,1941120,2061499,38238
2019-02-18,2019,2,18,chokepoint15,Lombok Strait,0,18,4,2,6,24,30,0,1499401,443,1934,21335,1501779,1523115,38239
2019-02-19,2019,2,19,chokepoint15,Lombok Strait,1,22,1,0,8,24,32,4071,1707519,1623,0,52278,1713214,1765492,38240
2019-02-20,2019,2,20,chokepoint15,Lombok Strait,0,16,2,0,5,18,23,0,1917210,2083,0,159585,1919293,2078879,38241
2019-02-21,2019,2,21,chokepoint15,Lombok Strait,1,23,2,0,2,26,28,5435,1698516,0,0,3665,1703951,1707617,38242
2019-02-22,2019,2,22,chokepoint15,Lombok Strait,0,23,1,0,8,24,32,0,2829921,7596,0,269361,2837517,3106879,38243
2019-02-23,2019,2,23,chokepoint15,Lombok Strait,0,26,1,0,4,27,31,0,2358503,2421,0,51354,2360924,2412279,38244
2019-02-24,2019,2,24,chokepoint15,Lombok Strait,0,29,5,3,10,37,47,0,2473563,8979,194,249424,2482737,2732162,38245
2019-02-25,2019,2,25,chokepoint15,Lombok Strait,0,23,2,0,8,25,33,0,2010474,5357,0,81120,2015831,2096951,38246
2019-02-26,2019,2,26,chokepoint15,Lombok Strait,0,34,2,0,8,36,44,0,3726985,13063,0,54963,3740049,3795012,38247
2019-02-27,2019,2,27,chokepoint15,Lombok Strait,2,22,1,1,5,26,31,7305,1998137,0,74,47552,2005517,2053070,38248
2019-02-28,2019,2,28,chokepoint15,Lombok Strait,0,24,0,0,10,24,34,0,2044235,0,0,226711,2044235,2270947,38249
2019-03-01,2019,3,1,chokepoint15,Lombok Strait,0,27,3,1,12,31,43,0,2458261,3449,0,196063,2461711,2657774,38250
2019-03-02,2019,3,2,chokepoint15,Lombok Strait,0,26,1,0,7,27,34,0,1802627,0,0,294547,1802627,2097174,38251
2019-03-03,2019,3,3,chokepoint15,Lombok Strait,0,24,0,1,9,25,34,0,1924614,0,3433,166562,1928048,2094611,38252
2019-03-04,2019,3,4,chokepoint15,Lombok Strait,0,31,2,1,3,34,37,0,2824275,3329,74,957,2827679,2828637,38253
2019-03-05,2019,3,5,chokepoint15,Lombok Strait,0,19,0,1,7,20,27,0,1514454,0,0,79557,1514454,1594012,38254
2019-03-06,2019,3,6,chokepoint15,Lombok Strait,0,24,2,0,10,26,36,0,2249540,3718,0,148260,2253258,2401518,38255
2019-03-07,2019,3,7,chokepoint15,Lombok Strait,0,27,0,0,9,27,36,0,1849582,0,0,153398,1849582,2002981,38256
2019-03-08,2019,3,8,chokepoint15,Lombok Strait,1,25,2,0,5,28,33,10679,1263143,3997,0,48649,1277819,1326468,38257
2019-03-09,2019,3,9,chokepoint15,Lombok Strait,1,18,5,0,8,24,32,1221,1353352,24755,0,136380,1379329,1515710,38258
2019-03-10,2019,3,10,chokepoint15,Lombok Strait,0,23,0,0,4,23,27,0,1648952,0,0,61445,1648952,1710397,38259
2019-03-11,2019,3,11,chokepoint15,Lombok Strait,0,22,2,0,9,24,33,0,1603412,2165,0,70957,1605578,1676536,38260
2019-03-12,2019,3,12,chokepoint15,Lombok Strait,2,27,2,0,8,31,39,11629,2105412,3319,0,85632,2120361,2205993,38261
2019-03-13,2019,3,13,chokepoint15,Lombok Strait,0,14,1,0,6,15,21,0,1390427,0,0,81759,1390427,1472186,38262
2019-03-14,2019,3,14,chokepoint15,Lombok Strait,1,35,3,0,8,39,47,0,1940924,7760,0,137890,1948685,2086575,38263
2019-03-15,2019,3,15,chokepoint15,Lombok Strait,0,26,2,0,9,28,37,0,2453582,17045,0,311454,2470628,2782083,38264
2019-03-16,2019,3,16,chokepoint15,Lombok Strait,0,21,3,0,9,24,33,0,1672348,16464,0,191423,1688813,1880236,38265
2019-03-17,2019,3,17,chokepoint15,Lombok Strait,0,29,2,1,2,32,34,0,2289384,2189,1859,12766,2293433,2306199,38266
2019-03-18,2019,3,18,chokepoint15,Lombok Strait,0,36,4,0,9,40,49,0,2437997,8876,0,294492,2446874,2741367,38267
2019-03-19,2019,3,19,chokepoint15,Lombok Strait,0,17,1,1,5,19,24,0,1932430,2421,4485,7200,1939337,1946537,38268
2019-03-20,2019,3,20,chokepoint15,Lombok Strait,0,25,0,0,9,25,34,0,1890539,0,0,273996,1890539,2164535,38269
2019-03-21,2019,3,21,chokepoint15,Lombok Strait,0,19,1,1,12,21,33,0,1568880,1067,0,405262,1569948,1975211,38270
2019-03-22,2019,3,22,chokepoint15,Lombok Strait,0,16,1,0,3,17,20,0,771785,1701,0,11137,773487,784624,38271
2019-03-23,2019,3,23,chokepoint15,Lombok Strait,0,15,3,1,4,19,23,0,533733,4627,0,38445,538360,576806,38272
2019-03-24,2019,3,24,chokepoint15,Lombok Strait,0,19,2,0,13,21,34,0,1264492,5627,0,201344,1270120,1471464,38273
2019-03-25,2019,3,25,chokepoint15,Lombok Strait,0,23,3,0,4,26,30,0,274500,8190,0,54243,282690,336934,38274
2019-03-26,2019,3,26,chokepoint15,Lombok Strait,1,15,1,1,7,18,25,7302,275385,6694,6926,161411,296309,457721,38275
2019-03-27,2019,3,27,chokepoint15,Lombok Strait,0,11,0,0,4,11,15,0,257113,0,0,57886,257113,314999,38276
2019-03-28,2019,3,28,chokepoint15,Lombok Strait,1,7,0,0,5,8,13,1388,448894,0,0,79507,450282,529789,38277
2019-03-29,2019,3,29,chokepoint15,Lombok Strait,1,14,0,1,5,16,21,14582,419877,0,0,31965,434459,466425,38278
2019-03-30,2019,3,30,chokepoint15,Lombok Strait,0,14,1,0,7,15,22,0,722482,0,0,189911,722482,912394,38279
