date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint3,Bosporus Strait,12,19,34,0,31,65,96,141116,419351,85941,0,230878,646410,877288,4772
2019-01-02,2019,1,2,chokepoint3,Bosporus Strait,6,23,71,0,21,100,121,43905,599979,159912,0,466810,803797,1270608,4773
2019-01-03,2019,1,3,chokepoint3,Bosporus Strait,8,19,17,0,18,44,62,40732,463077,47803,0,531157,551613,1082771,4774
2019-01-04,2019,1,4,chokepoint3,Bosporus Strait,4,21,20,0,24,45,69,33541,695052,21781,0,539452,750375,1289828,4775
2019-01-05,2019,1,5,chokepoint3,Bosporus Strait,8,25,44,1,27,78,105,94513,705657,103637,0,373718,903808,1277527,4776
2019-01-06,2019,1,6,chokepoint3,Bosporus Strait,6,19,48,1,21,74,95,43424,170859,90191,0,399212,304475,703687,4777
2019-01-07,2019,1,7,chokepoint3,Bosporus Strait,9,21,39,1,20,70,90,135940,597682,106923,1412,574969,841958,1416928,4778
2019-01-08,2019,1,8,chokepoint3,Bosporus Strait,5,20,46,0,27,71,98,13053,477325,77620,0,423957,568000,991957,4779
2019-01-09,2019,1,9,chokepoint3,Bosporus Strait,8,20,49,0,27,77,104,47925,298427,117524,0,408344,463877,872221,4780
2019-01-10,2019,1,10,chokepoint3,Bosporus Strait,11,16,16,0,10,43,53,68909,630282,44439,0,94024,743631,837655,4781
2019-01-11,2019,1,11,chokepoint3,Bosporus Strait,6,21,30,2,23,59,82,44250,787085,73093,4950,380309,909379,1289689,4782
2019-01-12,2019,1,12,chokepoint3,Bosporus Strait,7,24,49,1,31,81,112,81913,167023,78123,0,633281,327060,960342,4783
2019-01-13,2019,1,13,chokepoint3,Bosporus Strait,9,17,47,1,27,74,101,79929,267208,82220,571,712709,429929,1142638,4784
2019-01-14,2019,1,14,chokepoint3,Bosporus Strait,12,23,35,0,25,70,95,65521,472206,103928,0,463890,641656,1105546,4785
2019-01-15,2019,1,15,chokepoint3,Bosporus Strait,8,19,48,0,27,75,102,59374,546212,136309,0,633169,741895,1375065,4786
2019-01-16,2019,1,16,chokepoint3,Bosporus Strait,4,14,41,2,29,61,90,38893,196448,48008,0,137210,283350,420560,4787
2019-01-17,2019,1,17,chokepoint3,Bosporus Strait,7,28,51,0,30,86,116,84941,757230,92938,0,373998,935110,1309108,4788
2019-01-18,2019,1,18,chokepoint3,Bosporus Strait,12,24,49,0,27,85,112,88978,543598,113018,0,314271,745595,1059867,4789
2019-01-19,2019,1,19,chokepoint3,Bosporus Strait,9,21,48,2,25,80,105,70049,577749,93599,1405,439924,742804,1182728,4790
2019-01-20,2019,1,20,chokepoint3,Bosporus Strait,4,17,64,1,18,86,104,38098,377842,135725,571,593817,552237,1146055,4791
2019-01-21,2019,1,21,chokepoint3,Bosporus Strait,14,31,46,0,27,91,118,98815,204423,68533,0,624280,371773,996053,4792
2019-01-22,2019,1,22,chokepoint3,Bosporus Strait,5,25,58,2,29,90,119,33612,618926,119230,0,501658,771769,1273427,4793
2019-01-23,2019,1,23,chokepoint3,Bosporus Strait,10,24,46,2,29,82,111,108498,624975,81018,571,807558,815064,1622622,4794
2019-01-24,2019,1,24,chokepoint3,Bosporus Strait,8,32,52,1,28,93,121,66363,507230,106414,926,864257,680935,1545193,4795
2019-01-25,2019,1,25,chokepoint3,Bosporus Strait,4,21,51,0,34,76,110,51717,294955,69057,0,422764,415731,838495,4796
2019-01-26,2019,1,26,chokepoint3,Bosporus Strait,8,12,39,2,23,61,84,105241,219931,61132,571,755883,386876,1142760,4797
2019-01-27,2019,1,27,chokepoint3,Bosporus Strait,11,22,44,0,27,77,104,114050,486089,84300,0,812133,684440,1496574,4798
2019-01-28,2019,1,28,chokepoint3,Bosporus Strait,9,20,54,0,24,83,107,64686,437649,139094,0,403007,641430,1044437,4799
2019-01-29,2019,1,29,chokepoint3,Bosporus Strait,10,21,42,1,30,74,104,86797,509778,71081,0,448493,667656,1116150,4800
2019-01-30,2019,1,30,chokepoint3,Bosporus Strait,6,29,36,0,32,71,103,27381,693996,52016,0,299425,773393,1072819,4801
2019-01-31,2019,1,31,chokepoint3,Bosporus Strait,9,20,47,0,25,76,101,64333,471997,111944,0,609192,648275,1257467,4802
2019-02-01,2019,2,1,chokepoint3,Bosporus Strait,12,28,40,0,23,80,103,155670,909536,85243,0,466654,1150450,1617104,4803
2019-02-02,2019,2,2,chokepoint3,Bosporus Strait,7,22,60,1,24,90,114,57149,636572,125239,926,756756,819888,1576645,4804
2019-02-03,2019,2,3,chokepoint3,Bosporus Strait,9,17,37,0,32,63,95,124028,520231,68591,0,705688,712851,1418539,4805
2019-02-04,2019,2,4,chokepoint3,Bosporus Strait,7,16,54,2,31,79,110,94698,414056,123844,1370,399855,633970,1033825,4806
2019-02-05,2019,2,5,chokepoint3,Bosporus Strait,6,24,50,2,25,82,107,75195,700094,99024,84,531119,874399,1405519,4807
2019-02-06,2019,2,6,chokepoint3,Bosporus Strait,12,23,37,0,28,72,100,112004,632381,63924,0,598855,808311,1407166,4808
2019-02-07,2019,2,7,chokepoint3,Bosporus Strait,8,24,26,1,23,59,82,55140,809619,49352,3460,532444,917573,1450017,4809
2019-02-08,2019,2,8,chokepoint3,Bosporus Strait,3,19,33,1,27,56,83,36075,312647,85488,0,384958,434211,819169,4810
2019-02-09,2019,2,9,chokepoint3,Bosporus Strait,11,20,55,0,26,86,112,129940,428951,109283,0,548360,668174,1216535,4811
2019-02-10,2019,2,10,chokepoint3,Bosporus Strait,7,33,53,1,25,94,119,86395,781582,100483,571,515262,969033,1484295,4812
2019-02-11,2019,2,11,chokepoint3,Bosporus Strait,7,19,61,1,27,88,115,93770,156625,88875,0,223514,339271,562785,4813
2019-02-12,2019,2,12,chokepoint3,Bosporus Strait,6,19,48,2,28,75,103,90578,580996,101533,1412,564632,774519,1339152,4814
2019-02-13,2019,2,13,chokepoint3,Bosporus Strait,10,25,25,0,26,60,86,106430,697464,95374,0,591916,899269,1491186,4815
2019-02-14,2019,2,14,chokepoint3,Bosporus Strait,11,30,25,1,23,67,90,93076,772283,80041,571,315612,945972,1261585,4816
2019-02-15,2019,2,15,chokepoint3,Bosporus Strait,8,19,37,0,29,64,93,99119,582402,89730,0,826552,771252,1597804,4817
2019-02-16,2019,2,16,chokepoint3,Bosporus Strait,7,20,28,0,25,55,80,45710,512813,61340,0,661585,619864,1281450,4818
2019-02-17,2019,2,17,chokepoint3,Bosporus Strait,7,16,54,0,32,77,109,58355,283164,75768,0,669531,417288,1086820,4819
2019-02-18,2019,2,18,chokepoint3,Bosporus Strait,5,29,68,1,24,103,127,76748,415812,142127,0,576153,634688,1210842,4820
2019-02-19,2019,2,19,chokepoint3,Bosporus Strait,6,13,26,1,19,46,65,99489,476299,93289,926,584868,670005,1254873,4821
2019-02-20,2019,2,20,chokepoint3,Bosporus Strait,1,6,11,0,5,18,23,10823,238880,10160,0,86277,259864,346142,4822
