date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-01-01,2019,1,1,chokepoint21,Magellan Strait,0,1,1,0,0,2,2,0,28666,8208,0,0,36875,36875,54699
2019-01-02,2019,1,2,chokepoint21,Magellan Strait,1,0,0,0,0,1,1,22741,0,0,0,0,22741,22741,54700
2019-01-03,2019,1,3,chokepoint21,Magellan Strait,0,7,1,0,0,8,8,0,233438,4977,0,0,238415,238415,54701
2019-01-04,2019,1,4,chokepoint21,Magellan Strait,0,1,0,0,1,1,2,0,56254,0,0,38181,56254,94435,54702
2019-01-05,2019,1,5,chokepoint21,Magellan Strait,0,2,0,0,0,2,2,0,31712,0,0,0,31712,31712,54703
2019-01-06,2019,1,6,chokepoint21,Magellan Strait,0,0,0,0,1,0,1,0,0,0,0,0,0,0,54704
2019-01-07,2019,1,7,chokepoint21,Magellan Strait,0,0,0,0,1,0,1,0,0,0,0,0,0,0,54705
2019-01-08,2019,1,8,chokepoint21,Magellan Strait,3,1,0,0,1,4,5,27195,80301,0,0,17974,107497,125471,54706
2019-01-09,2019,1,9,chokepoint21,Magellan Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54707
2019-01-10,2019,1,10,chokepoint21,Magellan Strait,0,1,1,1,0,3,3,0,32345,0,5042,0,37388,37388,54708
2019-01-11,2019,1,11,chokepoint21,Magellan Strait,0,3,0,0,2,3,5,0,104190,0,0,35350,104190,139540,54709
2019-01-12,2019,1,12,chokepoint21,Magellan Strait,0,2,0,0,0,2,2,0,56880,0,0,0,56880,56880,54710
2019-01-13,2019,1,13,chokepoint21,Magellan Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54711
2019-01-14,2019,1,14,chokepoint21,Magellan Strait,0,1,1,0,3,2,5,0,28930,23633,0,29838,52563,82401,54712
2019-01-15,2019,1,15,chokepoint21,Magellan Strait,0,0,0,0,1,0,1,0,0,0,0,35433,0,35433,54713
2019-01-16,2019,1,16,chokepoint21,Magellan Strait,1,3,0,0,4,4,8,19482,113212,0,0,64308,132694,197003,54714
2019-01-17,2019,1,17,chokepoint21,Magellan Strait,1,0,1,1,0,3,3,0,0,6213,5164,0,11378,11378,54715
